FIPS,name10,gisjoin,state,2018 votes,2018 partisanship,Biden 2-Party Only 2020 Margin,Swing 2016 to 2020 (2-Party Margin Only),Clinton 2-Party Only 2016 Margin,Clinton 2016 Margin,Biden 2020 Margin,Swing 2016 to 2020,Total Votes 2020 (AK is Rough Estimate),Rural % (2010),Median Age 2018,% Bachelor Degree or Above,Median Household Income,CVAP,Total Population,White %,Black %,Native %,Asian %,Multiracial %,Pacific Islander %,Hispanic %,Total Adherents (All Types) Per 1000 Population (2010),Evangelical Per 1000 (2010),Black Protestant Per 1000 (2010),Mainline Protestant Per 1000 (2010),Catholic Per 1000 (2010),Orthodox Christian Per 1000 (2010),Other Religion (Non-Christian) Per 1000 (2010),Buddhist Per 1000 (2010),Mormon Per 1000 (2010),Hindu Per 1000 (2010),Muslim Per 1000 (2010),Orthodox Jewish Per 1000 (2010),Reform/Reconstructionist Jewish Per 1000 (2010),,,,,,,,,,,,,,,
1021,Chilton,G0100210,Alabama,13700,-0.6790304,-0.679266203,-0.002854465,-0.676411738,-0.662529,-0.6739,-0.011371,19310,0.867,38.6,0.14161,45182,31955,43930,0.861993,0.10108,0.001252,0.002034,0.009044,0,0.024566,698.58,609.669,25.57,41.359,16.25,0,5.73,0,5.66,0,0,0,0,,,,,,,,,,,,,,,
1023,Choctaw,G0100230,Alabama,3655,-0.1347,-0.157566616,-0.019382278,-0.138184338,-0.136725,-0.1567,-0.019975,7464,1,46.1,0.129822,34884,10400,13075,0.569231,0.422596,0.000962,0.001442,0.002212,0,0.003846,701.419,438.699,190.129,56.929,4.33,0,11.33,0,11.33,0,0,0,0,,,,,,,,,,,,,,,
1025,Clarke,G0100250,Alabama,8007,0.33029497,-0.120016069,-0.012094586,-0.107921483,-0.106745,-0.1195,-0.012755,13135,0.76,42.3,0.125548,36127,18970,24387,0.546125,0.443595,0.001318,0.004744,0.002636,0,0.001318,792.399,527.769,197.34,63.179,0.43,0,3.68,0,3.68,0,0,0,0,,,,,,,,,,,,,,,
1027,Clay,G0100270,Alabama,5382,-0.6094389,-0.631079718,-0.012752041,-0.618327677,-0.605072,-0.6254,-0.020328,6930,1,43.7,0.101669,41225,10385,13378,0.832451,0.144439,0.006259,0.001444,0.003659,0,0.012037,739.659,638.75,12.99,74.5,13.349,0,0.07,0,0,0,0,0,0,,,,,,,,,,,,,,,
1029,Cleburne,G0100290,Alabama,4415,-0.7905712,-0.811427418,-0.023586227,-0.787841191,-0.770514,-0.8038,-0.033286,7227,1,42.5,0.136716,40188,11345,14938,0.947113,0.034376,0.003526,0.000353,0.007492,0,0.007492,765.629,696.97,12.22,56.369,0,0,0.07,0,0,0,0,0,0,,,,,,,,,,,,,,,
1031,Coffee,G0100310,Alabama,15926,-0.4788626,-0.538009325,0.041907076,-0.579916401,-0.561179,-0.5308,0.030379,22275,0.472,39.3,0.23416,53155,38220,51288,0.739403,0.171507,0.011905,0.007326,0.02237,0,0.047488,661.11,518.32,26.429,69.209,31.03,0,16.12,0,16.12,0,0,0,0,,,,,,,,,,,,,,,
1033,Colbert,G0100330,Alabama,20617,-0.3291274,-0.394209354,-0.002073682,-0.392135672,-0.378647,-0.3894,-0.010753,27886,0.439,42.7,0.187277,47558,42390,54495,0.809743,0.161123,0.006369,0.002831,0.008493,0.000708,0.010616,694.59,546.759,59.82,61.88,26,0,0.13,0,0,0,0,0,0,,,,,,,,,,,,,,,
1035,Conecuh,G0100350,Alabama,4855,0.01483313,-0.074278822,-0.02197113,-0.052307692,-0.051632,-0.0739,-0.022268,6441,0.809,44.8,0.107256,33177,9805,12514,0.528812,0.45742,0.005609,0.00204,0.002856,0,0.00408,570.759,324.839,151.189,74.159,0,0,20.559,0,0,0,0,0,0,,,,,,,,,,,,,,,
1037,Coosa,G0100370,Alabama,4257,-0.3233012,-0.338112065,-0.028408404,-0.309703661,-0.304455,-0.3349,-0.030445,5479,1,46.9,0.115796,38301,8955,10855,0.668342,0.325516,0.001117,0,0,0,0.005025,532.799,362.25,120.29,50,0,0,0.26,0,0,0,0,0,0,,,,,,,,,,,,,,,
1039,Covington,G0100390,Alabama,11991,-0.6055092,-0.68556753,0.009462495,-0.695030024,-0.68256,-0.6807,0.00186,17430,0.697,43.9,0.149482,40601,29030,37351,0.849811,0.120393,0.002067,0.002067,0.01309,0,0.012573,619.25,530.97,17.929,55.42,7.71,0,7.23,0,7.12,0,0,0,0,,,,,,,,,,,,,,,
1041,Crenshaw,G0100410,Alabama,5356,-0.3381941,-0.482056452,-0.020829319,-0.461227133,-0.454603,-0.4782,-0.023597,6617,1,41.5,0.155556,39812,10555,13865,0.732828,0.236855,0.007579,0.005685,0.008527,0,0.009,631.669,535.159,17.55,62.92,0,0,16.039,0,15.89,0,0,0,0,,,,,,,,,,,,,,,
1043,Cullman,G0100430,Alabama,28624,-0.7651377,-0.783444647,0.010069366,-0.793514013,-0.77076,-0.7742,-0.00344,41851,0.732,40.6,0.137489,42558,62650,82313,0.94996,0.013168,0.003192,0.003751,0.011173,0,0.018755,781.019,669.889,0,45.99,57.38,0,7.759,0,7.7,0,0,0,0,,,,,,,,,,,,,,,
1045,Dale,G0100450,Alabama,14233,-0.3993516,-0.469031931,0.046581921,-0.515613852,-0.501093,-0.4627,0.038393,19738,0.509,37.5,0.170451,45960,37045,49255,0.728708,0.194358,0.005264,0.007288,0.020381,0,0.044136,492.17,357.779,37.63,73.87,5.53,0,17.35,0,17.17,0,0,0,0,,,,,,,,,,,,,,,
1047,Dallas,G0100470,Alabama,11504,0.3534,0.377742,-0.000620416,0.378362416,0.375,0.3754,0.0004,17864,0.456,39.5,0.151165,31602,29900,40029,0.305351,0.679766,0.000334,0.001171,0.004314,0.000134,0.008863,605.799,382.569,146.009,55.64,12.23,0,9.359,0,7.509,0,0.68,0,0.43,,,,,,,,,,,,,,,
1049,DeKalb,G0100490,Alabama,21209,-0.6505102,-0.70530571,0.005246893,-0.710552603,-0.68857,-0.6979,-0.00933,29356,0.901,39.3,0.127099,39233,49745,71200,0.914464,0.015479,0.014675,0.001407,0.016585,0.001106,0.036386,553.659,457.55,0,55.2,37.369,0,3.54,0,3.529,0,0,0,0,,,,,,,,,,,,,,,
1051,Elmore,G0100510,Alabama,29371,-0.4341863,-0.488409758,0.043535803,-0.531945561,-0.515056,-0.4825,0.032556,41030,0.542,38.6,0.245055,59347,62290,81212,0.754856,0.210628,0.00297,0.002569,0.011479,0,0.017338,469.68,356.04,23.98,74.42,8.539,0,6.7,0,6.53,0,0,0,0,,,,,,,,,,,,,,,
1053,Escambia,G0100530,Alabama,12078,-0.3767804,-0.377002923,-0.010427957,-0.366574966,-0.359043,-0.3741,-0.015057,15910,0.635,39.7,0.126593,35000,28875,37328,0.620779,0.312554,0.036017,0.002944,0.009004,0.002424,0.016277,600.59,467.569,56.469,48.25,13.83,0,14.46,0,0,0,0,0,0,,,,,,,,,,,,,,,
1055,Etowah,G0100550,Alabama,34421,-0.4763317,-0.508715039,0.003284027,-0.511999065,-0.496128,-0.502,-0.005872,47728,0.375,41.3,0.177332,44023,78915,102939,0.815498,0.149781,0.004499,0.004752,0.011658,0.000317,0.013496,804.419,615.879,46.09,55.689,73.01,0,13.759,0,7.79,0,5.9,0,0,,,,,,,,,,,,,,,
1057,Fayette,G0100570,Alabama,7355,-0.5934096,-0.679201532,-0.016580774,-0.662620758,-0.648563,-0.6737,-0.025137,8766,0.802,43.8,0.129385,37458,13000,16585,0.86,0.112308,0,0.005,0.010385,0,0.012308,640.279,550.429,31.379,46.109,5.219,0,7.129,0,7.129,0,0,0,0,,,,,,,,,,,,,,,
1059,Franklin,G0100590,Alabama,8729,-0.5718219,-0.665287171,-0.042034148,-0.623253022,-0.603738,-0.6591,-0.055362,12578,0.704,37.6,0.128724,40459,21830,31542,0.877691,0.046496,0.007329,0.000183,0.005268,0,0.062987,643.96,527.789,16.589,37.689,46.899,0,14.98,0,14.98,0,0,0,0,,,,,,,,,,,,,,,
1061,Geneva,G0100610,Alabama,8941,-0.6533842,-0.743698326,-0.008478255,-0.735220071,-0.720276,-0.7376,-0.017324,12545,0.896,42.4,0.110926,38142,20420,26491,0.863124,0.092067,0.00906,0.00049,0.01141,0.000196,0.023996,615.45,478.05,43.149,73.159,1.87,0,19.219,0,7.58,0,11.5,0,0,,,,,,,,,,,,,,,
1063,Greene,G0100630,Alabama,3632,0.6826,0.63234999,-0.022154236,0.654504226,0.650615,0.6302,-0.020415,4775,1,42.5,0.100977,21804,6560,8426,0.197409,0.794969,0.003049,0,0.003659,0,0.00061,268.1,125.37,94.75,41.46,4.089,0,2.43,0,0,0,0,0,0,,,,,,,,,,,,,,,
1065,Hale,G0100650,Alabama,4767,0.2807,0.187248592,-0.014311549,0.201560141,0.199254,0.1862,-0.013054,7900,0.892,39.2,0.141098,30571,11375,14887,0.411868,0.581538,0.000352,0.001319,0,0,0.004835,604.759,276.779,221.639,87.939,1.59,6.349,10.47,0,10.089,0,0,0,0,,,,,,,,,,,,,,,
1067,Henry,G0100670,Alabama,6681,-0.324539,-0.43425169,-0.0127474,-0.421504291,-0.413776,-0.4303,-0.016524,9298,0.878,44.1,0.179749,48610,13415,17124,0.702572,0.278792,0.000298,0,0.003727,0,0.014909,473.639,348.23,73.17,52.25,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1069,Houston,G0100690,Alabama,32131,-0.378348,-0.432569459,0.052161891,-0.484731349,-0.470555,-0.4266,0.043955,46173,0.338,39.8,0.210271,45496,78820,104352,0.705595,0.253172,0.002918,0.007866,0.01256,0.000051,0.017889,798.24,595.649,37.96,120.579,25.12,0.39,18.53,0,11.019,0,6.07,0,1.409,,,,,,,,,,,,,,,
1071,Jackson,G0100710,Alabama,15581,-0.5476206,-0.682061647,-0.043133164,-0.638928484,-0.619472,-0.6749,-0.055428,23636,0.77,43.3,0.14184,39816,40530,52094,0.914508,0.033925,0.011226,0.00185,0.022699,0.00185,0.014064,543.37,453.079,15.88,39.75,28.46,0,6.2,0,6.07,0,0,0,0,,,,,,,,,,,,,,,
1073,Jefferson,G0100730,Alabama,244166,0.2054614,0.133678967,0.057883726,0.075795242,0.072668,0.1315,0.058832,325848,0.098,37.7,0.324162,51979,492330,659892,0.541436,0.424339,0.002092,0.00915,0.010044,0.000254,0.012695,838.7,469.25,161.969,101.81,83.65,2.16,19.85,0.097,7.219,0,5.08,0.57,2.99,,,,,,,,,,,,,,,
1075,Lamar,G0100750,Alabama,5357,-0.6923077,-0.726440712,-0.028525564,-0.697915148,-0.687195,-0.7223,-0.035105,7193,1,44.5,0.124836,36756,10820,13933,0.871996,0.117375,0,0,0.003142,0,0.007856,758.169,611.23,74.5,72.439,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1077,Lauderdale,G0100770,Alabama,30804,-0.3317528,-0.453917285,0.020231351,-0.474148635,-0.454067,-0.4467,0.007367,44339,0.493,41.4,0.239402,46265,72970,92585,0.870837,0.096821,0.005139,0.003974,0.007948,0.00048,0.014869,583.149,441.839,25.3,87.14,21.01,0,7.84,0,7.32,0,0,0,0,,,,,,,,,,,,,,,
1079,Lawrence,G0100790,Alabama,11794,-0.4599593,-0.551473557,-0.053133308,-0.498340249,-0.48594,-0.5464,-0.06046,16031,0.913,42.2,0.117034,44515,25720,33171,0.783243,0.115474,0.057154,0.000583,0.033631,0.000972,0.008942,521.83,457.529,27.489,34.219,2.529,0,0.059,0,0,0,0,0,0,,,,,,,,,,,,,,,
1081,Lee,G0100810,Alabama,49314,-0.1474731,-0.204934747,0.034773742,-0.239708489,-0.226166,-0.201,0.025166,71449,0.274,31.4,0.340854,48056,119750,159287,0.717369,0.226555,0.001879,0.014238,0.012025,0,0.027975,406.399,214.55,52.539,108.739,20.48,0,10.099,0,5.92,0,2.2,0,0.88,,,,,,,,,,,,,,,
1083,Limestone,G0100830,Alabama,33527,-0.3822124,-0.434016101,0.074586468,-0.508602569,-0.4864,-0.4259,0.0605,49235,0.576,39.5,0.254565,56460,69715,93052,0.804992,0.140429,0.009037,0.009252,0.011188,0,0.02503,519.649,405.67,10.46,59.179,29.739,0,14.599,0,7.139,7.248,0,0,0,,,,,,,,,,,,,,,
1085,Lowndes,G0100850,Alabama,3908,0.3829,0.46064257,-0.011470785,0.472113355,0.468582,0.4588,-0.009782,6835,1,41.6,0.141156,30833,7890,10236,0.262357,0.727503,0.001901,0,0.004309,0,0.004436,550.23,215.86,200.46,133.819,0,0,0.089,0,0,0,0,0,0,,,,,,,,,,,,,,,
1087,Macon,G0100870,Alabama,7227,0.65803683,0.643606293,-0.038287672,0.681893965,0.671225,0.6382,-0.033025,8723,0.555,38,0.20684,32074,15540,19054,0.161519,0.822394,0.001931,0.001609,0.004376,0,0.008366,446.72,125.629,230.509,54.259,4.66,0,31.649,0,10.859,0,17.149,0,0,,,,,,,,,,,,,,,
1089,Madison,G0100890,Alabama,141390,-0.0595631,-0.081463265,0.093787159,-0.175250423,-0.163401,-0.0795,0.083901,194767,0.164,38.5,0.416966,63417,269215,357560,0.688279,0.238657,0.005646,0.017718,0.02277,0.000929,0.026002,504.25,315.11,20.039,106.129,42.28,1.02,19.67,1.087,12.359,0,2.759,0,1.409,,,,,,,,,,,,,,,
1091,Marengo,G0100910,Alabama,5423,0.0805,0.013384321,-0.021829543,0.035213864,0.034746,0.0133,-0.021446,10900,0.693,42.7,0.154108,32809,14995,19538,0.467489,0.524508,0.002334,0,0.004201,0,0.002001,772.529,507.49,145.379,90.65,18.359,0,10.65,0,10.369,0,0,0,0,,,,,,,,,,,,,,,
1093,Marion,G0100930,Alabama,9855,-0.741339,-0.785858586,-0.011263906,-0.77459468,-0.75801,-0.778,-0.01999,13800,0.889,44.3,0.131404,35392,23480,30000,0.933135,0.039182,0.004046,0.001917,0.008092,0,0.013416,611.779,529.889,11.89,47.439,15.4,0,7.15,0,7.15,0,0,0,0,,,,,,,,,,,,,,,
1095,Marshall,G0100950,Alabama,27205,-0.6857942,-0.696220488,0.015814651,-0.712035139,-0.688526,-0.6871,0.001426,39655,0.533,38.7,0.19221,42490,66720,95145,0.916517,0.018285,0.004871,0.003447,0.01244,0.000674,0.043765,655.159,469.87,4,84.579,90.109,0,6.589,0,6.549,0,0,0,0,,,,,,,,,,,,,,,
1097,Mobile,G0100970,Alabama,133187,-0.0894255,-0.120413542,0.016643995,-0.137057537,-0.132745,-0.1188,0.013945,183164,0.2,37.6,0.229396,46166,310675,414659,0.604539,0.341643,0.007789,0.014436,0.011684,0.000209,0.019699,612.919,361.47,82.629,73.4,77.489,1.75,16.179,2.182,5.73,0,3.73,0,1.46,,,,,,,,,,,,,,,
1099,Monroe,G0100990,Alabama,8846,-0.126117,-0.159589455,-0.015124164,-0.144465291,-0.14244,-0.1586,-0.01616,10668,0.79,42.3,0.140824,30141,16555,21512,0.56267,0.397161,0.017215,0.00453,0.012987,0,0.005134,648.47,372.68,198.46,59.689,4.339,0,13.31,0,13.22,0,0,0,0,,,,,,,,,,,,,,,
1101,Montgomery,G0101010,Alabama,76469,0.31224789,0.319079947,0.050964707,0.26811524,0.259841,0.3149,0.055059,99139,0.105,36.2,0.320784,47990,167360,226941,0.386622,0.576332,0.001524,0.013564,0.00953,0.000239,0.012189,697.389,304.73,192.219,139.439,41.329,0.37,19.289,0.065,8.25,0,4.219,0,2,,,,,,,,,,,,,,,
1103,Morgan,G0101030,Alabama,39427,-0.4509505,-0.499695308,0.038507401,-0.538202708,-0.517969,-0.492,0.025969,53722,0.386,40.4,0.21698,49751,88275,119122,0.819768,0.124327,0.006117,0.005268,0.015463,0.000227,0.028887,696.789,499.18,21.8,97.81,70.129,0,7.88,0,6.349,0,0,0,0,,,,,,,,,,,,,,,
1105,Perry,G0101050,Alabama,3386,0.4995,0.484909457,0.022856312,0.462053145,0.457939,0.482,0.024061,5230,1,37.7,0.157008,23561,7360,9486,0.326766,0.663043,0.000543,0,0,0,0.009511,539.139,274.29,176,88.379,0,0,0.47,0,0,0,0,0,0,,,,,,,,,,,,,,,
1107,Pickens,G0101070,Alabama,4485,-0.1159,-0.163482807,-0.006079328,-0.157403479,-0.155523,-0.1626,-0.007077,9668,1,42.4,0.134501,37458,15740,20298,0.570203,0.394219,0.001588,0.000953,0.009403,0.000635,0.023507,683.679,496.05,86.9,81.18,3.75,0,15.8,0,0,0,15.599,0,0,,,,,,,,,,,,,,,
1109,Pike,G0101090,Alabama,10376,-0.1200386,-0.175875329,0.030964423,-0.206839752,-0.200258,-0.1738,0.026458,13841,0.517,30.8,0.235538,34678,25725,33403,0.597862,0.375121,0.005637,0.002138,0.012789,0.000155,0.00622,509.29,306.939,111.709,74.23,6.54,0,9.88,0,9.82,0,0,0,0,,,,,,,,,,,,,,,
1111,Randolph,G0101110,Alabama,7589,-0.5226793,-0.590574967,-0.048958321,-0.541616647,-0.531462,-0.5865,-0.055038,10837,0.813,42.7,0.14932,41449,17430,22574,0.782559,0.198508,0.002869,0.003155,0.00109,0.001721,0.009753,573.21,395.1,85.239,86.329,6.5,0,0.04,0,0,0,0,0,0,,,,,,,,,,,,,,,
1113,Russell,G0101130,Alabama,15029,0.06763414,0.064617251,0.044978101,0.019639151,0.019163,0.0639,0.044737,21329,0.354,35.9,0.165289,40978,43015,58213,0.502267,0.43264,0.00279,0.007207,0.020226,0.000349,0.034407,694.85,446.67,156.819,46.159,30.12,0,15.07,0.378,14.32,0,0,0,0,,,,,,,,,,,,,,,
1115,St. Clair,G0101150,Alabama,29869,-0.6256656,-0.6472017,0.052637183,-0.699838883,-0.678698,-0.6395,0.039198,44441,0.728,40.3,0.164602,54887,66470,87306,0.878141,0.094027,0.004288,0.004513,0.007071,0.00015,0.011885,475.73,407.519,21.269,34.17,12.63,0,0.14,0,0,0,0,0,0,,,,,,,,,,,,,,,
1117,Shelby,G0101170,Alabama,83665,-0.4429602,-0.411010481,0.110287059,-0.521297541,-0.494232,-0.4039,0.090332,114950,0.229,38.9,0.421302,75761,154250,211261,0.829044,0.122269,0.002593,0.011605,0.011702,0.000194,0.022626,439.339,317.47,12.41,82.409,14.779,0.3,11.98,0,7.73,2.563,1.58,0,0,,,,,,,,,,,,,,,
1119,Sumter,G0101190,Alabama,4597,0.5258,0.488315874,-0.011921205,0.500237079,0.493683,0.4848,-0.008883,6291,1,35.8,0.218249,23132,10205,12985,0.263106,0.729054,0.00098,0.00539,0.00098,0,0.00098,361.11,193.56,108.92,55.869,2.69,0,0.07,0,0,0,0,0,0,,,,,,,,,,,,,,,
1121,Talladega,G0101210,Alabama,26187,-0.2197135,-0.257183184,0.002263891,-0.259447075,-0.254228,-0.2551,-0.000872,35663,0.558,41.1,0.14285,41012,62425,80565,0.651021,0.319664,0.004646,0.004245,0.008891,0.000481,0.010973,534.75,407.079,44.289,55.149,21.5,0,6.73,0,6.62,0,0,0,0,,,,,,,,,,,,,,,
1123,Tallapoosa,G0101230,Alabama,15687,-0.4026272,-0.437241657,-0.014754345,-0.422487312,-0.4144,-0.4337,-0.0193,20991,0.742,43.7,0.183472,43361,31755,40636,0.719887,0.257597,0.003936,0.002047,0.007558,0,0.008818,694.559,473.709,84.73,110.049,21.48,0,4.589,0.481,3.799,0,0,0,0,,,,,,,,,,,,,,,
1125,Tuscaloosa,G0101250,Alabama,52063,0.30586722,-0.150248554,0.050556629,-0.200805183,-0.192999,-0.1481,0.044899,90172,0.255,32.7,0.303158,52221,158340,206213,0.660067,0.305387,0.001484,0.007768,0.008905,0.000411,0.015978,535.889,368.87,74.12,63.78,19.16,0,9.97,0,6.4,0,1.58,0,0.91,,,,,,,,,,,,,,,
1127,Walker,G0101270,Alabama,23031,-0.642646,-0.686444961,0.000861648,-0.687306609,-0.670772,-0.6791,-0.008328,31170,0.741,42.4,0.115711,41748,49635,64493,0.916289,0.058427,0.000907,0.003828,0.012088,0,0.00826,653.509,583.649,16.219,38.079,7.799,0,7.759,0,7.639,0,0,0,0,,,,,,,,,,,,,,,
1129,Washington,G0101290,Alabama,6808,-0.4111078,-0.488077271,-0.052240769,-0.435836502,-0.429861,-0.4851,-0.055239,8876,1,43.6,0.111256,40794,12880,16643,0.66382,0.242236,0.069488,0.000311,0.013199,0,0.01087,584.95,420.399,92.2,70.64,1.71,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1131,Wilcox,G0101310,Alabama,3549,0.3308,0.376693767,-0.051548498,0.428242265,0.425302,0.3753,-0.050002,5903,1,40.8,0.125069,27237,8135,10809,0.298095,0.684081,0.001229,0,0.008605,0,0.008605,610.45,294.939,257.67,48.67,1.03,0,8.14,0,8.14,0,0,0,0,,,,,,,,,,,,,,,
1133,Winston,G0101330,Alabama,7685,-0.7836921,-0.825621338,0.001705395,-0.827326733,-0.81024,-0.8172,-0.00696,11284,0.849,44.9,0.135358,38504,18700,23875,0.962299,0.004813,0.004545,0.000535,0.014118,0.000535,0.013369,611.58,551.34,0,45.619,9.109,0,5.509,0,5.509,0,0,0,0,,,,,,,,,,,,,,,
2013,Aleutians East,G0200130,Alaska,3299,-0.207167738,-0.284792042,-0.006714504,-0.278077537,-0.242754,-0.2691,-0.026346,369,1,42.7,0.127418,69706,2120,3425,0.20283,0.028302,0.481132,0.150943,0.065566,0.004717,0.068396,235.909,42.659,0,0,0,190.699,2.549,0,0,0,0,0,0,,,,,,,,,,,,,,-0.2780775,-0.207167738
2016,Aleutians West,G0200160,Alaska,5714,0.31334499,0.099628713,-0.168952711,0.268581424,0.241332,0.0966,-0.144732,846,1,37.6,0.164354,85517,3510,5750,0.354701,0.05698,0.149573,0.289174,0.036467,0.018519,0.094017,245.46,41.719,0,14.75,33.27,135.59,20.14,0,19.059,0,0,0,0,,,,,,,,,,,,,,0.26858142,0.31334499
2020,Anchorage,G0200200,Alaska,299321,-0.045204216,0.021281035,0.08195787,-0.060676835,-0.053673,0.0204,0.074073,81678,0.041,33.2,0.352714,83280,212745,296112,0.653106,0.050789,0.068744,0.072528,0.061976,0.019013,0.073868,352.279,153.099,3.87,39.159,78.709,7.589,69.859,13.854,47.52,0.548,3.169,0.21,1.43,,,,,,,,,,,,,,-0.0606768,-0.045204216
2050,Bethel,G0200500,Alaska,17885,0.492424042,0.300935383,-0.121142369,0.422077752,0.326367,0.2799,-0.046467,3933,0.739,27.1,0.123385,54212,11410,18040,0.126205,0.009202,0.80894,0.007011,0.035846,0.000351,0.012708,529.649,29.449,0,130.25,190.68,167.639,11.64,0,10.109,0,0,0,0,,,,,,,,,,,,,,0.42207775,0.492424042
2060,Bristol Bay,G0200600,Alaska,942,-0.242719212,-0.222063622,0.103733928,-0.32579755,-0.290411,-0.2178,0.072611,316,1,41.8,0.223256,84688,685,890,0.569343,0.005839,0.335766,0,0.055474,0.005839,0.036496,293.879,6.019,0,0,60.179,226.68,1,0,0,0,0,0,0,,,,,,,,,,,,,,-0.3257976,-0.242719212
2068,Denali,G0200680,Alaska,2125,-0.146782955,-0.053575151,0.143448994,-0.197024145,-0.17398,-0.0514,0.12258,701,1,43.1,0.435353,84196,1795,2232,0.827298,0.005571,0.02507,0.005571,0.135376,0,0.005571,278.75,169.77,0,0,61.34,0,47.649,0,44.909,0,0,0,0,,,,,,,,,,,,,,-0.1970241,-0.146782955
