FIPS,name10,gisjoin,state,2018 votes,2018 partisanship,Biden 2-Party Only 2020 Margin,Swing 2016 to 2020 (2-Party Margin Only),Clinton 2-Party Only 2016 Margin,Clinton 2016 Margin,Biden 2020 Margin,Swing 2016 to 2020,Total Votes 2020 (AK is Rough Estimate),Rural % (2010),Median Age 2018,% Bachelor Degree or Above,Median Household Income,CVAP,Total Population,White %,Black %,Native %,Asian %,Multiracial %,Pacific Islander %,Hispanic %,Total Adherents (All Types) Per 1000 Population (2010),Evangelical Per 1000 (2010),Black Protestant Per 1000 (2010),Mainline Protestant Per 1000 (2010),Catholic Per 1000 (2010),Orthodox Christian Per 1000 (2010),Other Religion (Non-Christian) Per 1000 (2010),Buddhist Per 1000 (2010),Mormon Per 1000 (2010),Hindu Per 1000 (2010),Muslim Per 1000 (2010),Orthodox Jewish Per 1000 (2010),Reform/Reconstructionist Jewish Per 1000 (2010),,,,,,,,,,,,,,,
18137,Ripley,G1801370,Indiana,9479,-0.522391352,-0.604677173,-0.007218511,-0.597458663,-0.5726,-0.5947,-0.0221,14271,0.832,40.8,0.180995,56295,21465,28425,0.965758,0.005823,0.004426,0.006289,0.005823,0,0.01188,602.639,104.549,0,212.3,272.16,0,13.64,0,13.529,0,0,0,0,,,,,,,,,,,,,,,
18139,Rush,G1801390,Indiana,6011,-0.459422283,-0.54964864,0.002940475,-0.552589115,-0.522179,-0.5397,-0.017521,7932,0.612,41.6,0.130152,50535,12855,16704,0.96655,0.014002,0,0,0.009724,0,0.009724,486.889,226.43,0,166.05,94.299,0,0.109,0,0,0,0,0,0,,,,,,,,,,,,,,,
18141,St. Joseph,G1801410,Indiana,92944,0.14676451,0.059626949,0.057411611,0.002215339,0.002099,0.0585,0.056401,115238,0.09,36.5,0.292223,50938,196140,269240,0.801519,0.114714,0.003161,0.013842,0.017691,0.00079,0.048256,655.32,103.269,12.359,320.37,197.3,4.589,17.42,0.382,5.379,0,4.179,1.65,2.44,,,,,,,,,,,,,,,
18143,Scott,G1801430,Indiana,7588,-0.2046209,-0.46149169,-0.067733085,-0.393758605,-0.377101,-0.4554,-0.078299,10167,0.527,40.7,0.119481,47123,18080,23743,0.975111,0.00083,0.003595,0.001383,0.003872,0,0.01521,405.98,248.289,0,131.59,16.539,0,9.55,0,9.509,0,0,0,0,,,,,,,,,,,,,,,
18145,Shelby,G1801450,Indiana,14394,-0.422495004,-0.487142857,0.012179277,-0.499322134,-0.470768,-0.4774,-0.006632,19991,0.52,41,0.194406,59214,33440,44399,0.95933,0.011214,0.001196,0.001495,0.010167,0,0.016597,354.009,106.15,0,157.659,81.019,0,9.179,0,9.14,0,0,0,0,,,,,,,,,,,,,,,
18147,Spencer,G1801470,Indiana,8601,-0.33054296,-0.39201304,0.001393087,-0.393406127,-0.371881,-0.3848,-0.012919,10769,1,43.6,0.148871,56998,15820,20526,0.966814,0.007901,0.001896,0.002845,0.004046,0.000948,0.015803,472.17,100.129,0,166.379,205.659,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18149,Starke,G1801490,Indiana,7531,-0.144071172,-0.476146882,-0.03825167,-0.437895212,-0.420334,-0.4681,-0.047766,10290,0.824,41.6,0.107765,48895,17375,22941,0.964892,0.001439,0.002014,0,0.004547,0,0.027338,264.389,120.359,0,45.67,98.06,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,,
18151,Steuben,G1801510,Indiana,12184,-0.391004596,-0.430204082,0.030198023,-0.460402104,-0.438624,-0.4216,0.017024,16162,0.672,43.2,0.206291,56101,26755,34474,0.967483,0.001869,0.001121,0.001869,0.013455,0,0.014016,336.67,148.46,0,74.709,98.109,0,15.39,0,6.059,0,9.009,0,0,,,,,,,,,,,,,,,
18153,Sullivan,G1801530,Indiana,7294,-0.386619139,-0.51306824,-0.025248581,-0.487819658,-0.470265,-0.5045,-0.034235,8994,0.79,41,0.108026,46517,16585,20792,0.92041,0.044619,0.000603,0.005125,0.014772,0,0.014169,361.959,213.08,8.339,117.439,23.05,0,0.05,0,0,0,0,0,0,,,,,,,,,,,,,,,
18155,Switzerland,G1801550,Indiana,2914,-0.385810095,-0.529352124,-0.062609005,-0.466743119,-0.440119,-0.5221,-0.081981,4154,1,40.1,0.098915,47929,7895,10628,0.968968,0.0057,0,0.0038,0.008866,0,0.012033,236.879,108.359,0,119.849,8.48,0,0.19,0,0,0,0,0,0,,,,,,,,,,,,,,,
18157,Tippecanoe,G1801570,Indiana,50949,-0.003788102,0.006262191,0.06631387,-0.06005168,-0.055763,0.0061,0.061863,71448,0.145,28,0.377167,51844,134610,189294,0.867618,0.046839,0.002303,0.02667,0.012369,0.000557,0.043607,326.829,114.079,0.69,78.129,115.819,0.78,17.339,0.677,10.679,0,1.78,0,1.89,,,,,,,,,,,,,,,
18159,Tipton,G1801590,Indiana,6102,-0.538184202,-0.538210053,0.019482255,-0.557692308,-0.532889,-0.5268,0.006089,8116,0.616,44.9,0.229895,55479,11990,15218,0.959133,0.002085,0,0.001251,0.013261,0.003336,0.021268,365.019,179.28,0,116.65,69.03,0,0.059,0,0,0,0,0,0,,,,,,,,,,,,,,,
18161,Union,G1801610,Indiana,2506,-0.481873727,-0.570091557,-0.022623202,-0.547468355,-0.525676,-0.5604,-0.034724,3483,1,43.8,0.169023,48227,5500,7153,0.983636,0.000727,0,0.007273,0.008,0,0,341.139,142.9,0,128.259,69.849,0,0.13,0,0,0,0,0,0,,,,,,,,,,,,,,,
18163,Vanderburgh,G1801630,Indiana,58107,-0.116147796,-0.0974641,0.075890867,-0.173354968,-0.165032,-0.0957,0.069332,77662,0.092,38.1,0.263083,46943,139390,181313,0.877968,0.084403,0.00122,0.009219,0.014097,0.000143,0.012913,530.659,228.52,30.98,100.909,161.919,0,8.339,0.768,4.509,0,0,0,0.95,,,,,,,,,,,,,,,
18165,Vermillion,G1801650,Indiana,5382,-0.267930137,-0.414718792,-0.045898652,-0.36882014,-0.350483,-0.4063,-0.055817,7481,0.604,43.1,0.133789,48377,12050,15560,0.971784,0.012033,0.00332,0.001245,0.007884,0,0.003734,378.79,151.86,0,129.229,62.299,0,35.409,0,35.28,0,0,0,0,,,,,,,,,,,,,,,
18167,Vigo,G1801670,Indiana,31420,-0.118777849,-0.150505773,0.008097797,-0.15860357,-0.150836,-0.1473,0.003536,43594,0.238,36.2,0.244848,43859,83445,107693,0.880221,0.06735,0.002457,0.010666,0.020013,0.000599,0.018695,326.769,161.3,8.929,73.51,69.54,2.359,11.14,0.093,5.339,0,1.389,0,1,,,,,,,,,,,,,,,
18169,Wabash,G1801690,Indiana,11199,-0.4342352,-0.509761832,0.020108096,-0.529869927,-0.505123,-0.4987,0.006423,14573,0.5,42.2,0.184092,50637,24745,31631,0.95878,0.007476,0.007678,0.001819,0.008689,0,0.015559,418.24,222.3,2.189,161.15,32.57,0,0.029,0,0,0,0,0,0,,,,,,,,,,,,,,,
18171,Warren,G1801710,Indiana,3254,-0.454824831,-0.554737811,-0.003761091,-0.550976719,-0.523919,-0.5427,-0.018781,4472,0.771,44.5,0.188638,61148,6410,8247,0.972699,0.00858,0.00312,0,0.007644,0,0.00858,294.43,154.8,0,125.29,0,0,14.339,0,14.339,0,0,0,0,,,,,,,,,,,,,,,
18173,Warrick,G1801730,Indiana,24228,-0.267706786,-0.282865283,0.072714702,-0.355579985,-0.338876,-0.278,0.060876,33829,0.293,40.9,0.295674,70648,45965,61928,0.954639,0.015882,0.001958,0.014903,0.007071,0.000087,0.005439,470.689,261.49,0,77.989,113.51,0,17.71,0,11.84,0,5.86,0,0,,,,,,,,,,,,,,,
18175,Washington,G1801750,Indiana,9331,-0.363412282,-0.532088562,-0.0182112,-0.513877363,-0.489633,-0.5215,-0.031867,12139,0.768,41.5,0.131921,47078,21380,27827,0.973573,0.001169,0.001637,0.003742,0.009588,0,0.01029,406.519,252,0,145.349,8.949,0,0.21,0,0,0,0,0,0,,,,,,,,,,,,,,,
18177,Wayne,G1801770,Indiana,19819,-0.24257715,-0.296894156,0.019574016,-0.316468172,-0.301263,-0.2906,0.010663,27679,0.33,40.9,0.181918,44228,51205,66613,0.910556,0.047749,0.001855,0.006249,0.016405,0,0.017186,429.009,213.969,14.99,119.14,70.43,0,10.48,0,8.849,0,0,0,1.06,,,,,,,,,,,,,,,
18179,Wells,G1801790,Indiana,10894,-0.543051221,-0.575127421,0.014102982,-0.589230403,-0.562685,-0.5642,-0.001515,14050,0.506,39.8,0.18092,56265,20855,27947,0.968113,0.004795,0.001439,0.002398,0.003836,0,0.01966,422.089,296.279,0,117.67,7.92,0,0.22,0,0,0,0,0,0,,,,,,,,,,,,,,,
18181,White,G1801810,Indiana,8423,-0.407099608,-0.448226806,0.005532553,-0.453759359,-0.428031,-0.4411,-0.013069,11166,0.68,41.9,0.168024,55086,17755,24217,0.961701,0.003661,0.002816,0.000225,0.009518,0,0.021966,442.439,145.4,0,196.4,100.39,0,0.24,0,0,0,0,0,0,,,,,,,,,,,,,,,
18183,Whitley,G1801830,Indiana,13317,-0.486520988,-0.504621072,0.03680527,-0.541426342,-0.510721,-0.4914,0.019321,17556,0.712,40.8,0.208666,61153,25650,33649,0.969396,0.005263,0.002924,0.002924,0.007602,0,0.012086,373,195.03,0,104.859,63.679,0,9.429,0,9.4,0,0,0,0,,,,,,,,,,,,,,,
19001,Adair,G1900010,Iowa,3397,-0.347799511,-0.417724089,-0.048219359,-0.36950473,-0.348465,-0.4115,-0.063035,4177,1,45.4,0.154478,51859,5500,7124,0.981818,0.004545,0,0.000727,0.004364,0,0.008182,504.04,216.09,0,231.84,56.109,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19003,Adams,G1900030,Iowa,1730,-0.379640719,-0.443448135,-0.019978748,-0.423469388,-0.394112,-0.4352,-0.041088,2160,1,47.3,0.177037,49229,2935,3726,0.97615,0.005111,0.001363,0.003407,0.002726,0,0.010221,350.209,53.359,0,234.8,61.799,0,0.25,0,0,0,0,0,0,,,,,,,,,,,,,,,
19005,Allamakee,G1900050,Iowa,5652,-0.132694434,-0.29529997,-0.038622045,-0.256677924,-0.241514,-0.2909,-0.049386,7422,0.74,44.8,0.184971,51057,10295,13880,0.963575,0.006314,0.001943,0.004371,0.003303,0.000971,0.018456,645.71,35.869,0,333.91,239.08,0,36.85,36.636,0,0,0,0,0,,,,,,,,,,,,,,,
19007,Appanoose,G1900070,Iowa,4957,-0.148186528,-0.409322206,-0.029811346,-0.37951086,-0.361636,-0.4022,-0.040564,6516,0.583,45.4,0.170797,41111,9700,12510,0.963918,0.007216,0.001546,0.001031,0.012887,0,0.013402,394.509,130.289,0,171.099,84.89,0,8.23,0,8.07,0,0,0,0,,,,,,,,,,,,,,,
19009,Audubon,G1900090,Iowa,2669,-0.055130168,-0.363608656,-0.035250447,-0.328358209,-0.309496,-0.3579,-0.048404,3420,1,49,0.145516,50397,4520,5640,0.966814,0.000885,0.000885,0.004425,0.021018,0,0.006637,788.2,194.479,0,488.149,105.569,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19011,Benton,G1900110,Iowa,11581,-0.158290782,-0.280742933,-0.00545246,-0.275290473,-0.256718,-0.2751,-0.018382,14642,0.807,42.6,0.226303,65475,19465,25626,0.977909,0.00411,0.001798,0.001541,0.004367,0,0.010018,530.139,194.43,0,170,161.11,0,4.599,0,4.49,0,0,0,0,,,,,,,,,,,,,,,
19013,Black Hawk,G1900130,Iowa,53123,0.146107784,0.092003264,0.012333532,0.079669732,0.073861,0.0902,0.016339,66593,0.135,34.9,0.28636,52688,100375,133009,0.872927,0.076314,0.002989,0.01325,0.009614,0.001395,0.023512,542.69,111.2,69.54,190.3,152.939,0.46,18.25,0,7.4,0,7.049,0,0,,,,,,,,,,,,,,,
19015,Boone,G1900150,Iowa,12074,0.08570452,-0.159455866,-0.010281202,-0.149174664,-0.13687,-0.1559,-0.01903,15340,0.506,41.8,0.247888,61111,20445,26399,0.96405,0.004157,0.002935,0.004891,0.009244,0.001712,0.012962,532.5,130.62,0,252.789,122.14,0,26.949,0,11.21,15.206,0,0,0,,,,,,,,,,,,,,,
19017,Bremer,G1900170,Iowa,11419,-0.065464382,-0.163911002,-0.016505717,-0.147405285,-0.1368,-0.1606,-0.0238,14546,0.645,39.7,0.30332,68023,19020,24782,0.972397,0.005783,0.001052,0.007098,0.00489,0,0.008675,702.419,126.87,0,464.41,105.37,0,5.769,0,5.36,0,0,0,0,,,,,,,,,,,,,,,
19019,Buchanan,G1900190,Iowa,8453,-0.023210119,-0.212534337,-0.05008708,-0.162447257,-0.150215,-0.2089,-0.058685,10774,0.685,38.7,0.205887,61409,15375,21125,0.977886,0.00065,0.003902,0.001626,0.002276,0,0.013333,635.179,146.53,0,240.669,247.689,0,0.29,0,0,0,0,0,0,,,,,,,,,,,,,,,
19021,Buena Vista,G1900210,Iowa,6568,-0.007805183,-0.261281451,0.002541207,-0.263822658,-0.247282,-0.2565,-0.009218,8167,0.439,35.2,0.196303,54556,12665,20260,0.789972,0.028425,0.000316,0.057244,0.00379,0.001974,0.118437,625.019,191.409,0,259.279,157.65,0,16.679,0,16.089,0,0,0,0,,,,,,,,,,,,,,,
19023,Butler,G1900230,Iowa,6070,-0.251276813,-0.391481143,-0.00097535,-0.390505793,-0.367896,-0.3851,-0.017204,8098,1,44.1,0.175221,55999,11285,14735,0.976074,0.001772,0.002658,0.001772,0.006026,0.000886,0.010634,706.87,147.37,12.31,508.85,38.34,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19025,Calhoun,G1900250,Iowa,4278,-0.114423077,-0.43008561,-0.00468487,-0.42540074,-0.401241,-0.422,-0.020759,5258,1,45.1,0.195216,50800,7725,9780,0.947573,0.009709,0.007767,0.003236,0.015405,0,0.015534,887.49,168.05,0,525.44,162.15,0,31.85,0,0,0,31.85,0,0,,,,,,,,,,,,,,,
19027,Carroll,G1900270,Iowa,8921,-0.066116649,-0.382761066,-0.048087295,-0.334673771,-0.315725,-0.3779,-0.062175,11335,0.52,41.7,0.222496,57674,15310,20344,0.991835,0.000653,0.000261,0.001306,0.003788,0,0.002286,880.809,160.259,0,137.389,573.74,0,9.42,0,9.369,0,0,0,0,,,,,,,,,,,,,,,
19029,Cass,G1900290,Iowa,5772,-0.36603639,-0.386036128,0.032617031,-0.418653159,-0.394386,-0.3804,0.013986,7276,0.536,44.9,0.196347,48178,10150,13200,0.971429,0.003941,0.000985,0.002956,0.003842,0.00197,0.014778,614.649,171.11,0,323.449,100.53,0,19.559,0,19.559,0,0,0,0,,,,,,,,,,,,,,,
19031,Cedar,G1900310,Iowa,8044,0.047679918,-0.173735726,0.016954627,-0.190690353,-0.177759,-0.1704,0.007359,10703,0.834,42,0.229608,65791,14190,18445,0.970402,0.001762,0.002114,0.003524,0.008034,0,0.014094,432.459,53.35,0,283.8,95.09,0,0.22,0,0,0,0,0,0,,,,,,,,,,,,,,,
19033,Cerro Gordo,G1900330,Iowa,18895,0.167577016,-0.064223919,0.017654776,-0.081878695,-0.076595,-0.0631,0.013495,23801,0.206,44.5,0.226515,52902,33650,42984,0.936256,0.01367,0.003715,0.00847,0.005765,0.000297,0.031947,678.22,155.629,0,344.98,151.12,4.53,21.969,0,10.869,0,6.98,0,0,,,,,,,,,,,,,,,
19035,Cherokee,G1900350,Iowa,5149,-0.067773167,-0.397932293,0.030103817,-0.42803611,-0.401566,-0.3926,0.008966,6518,0.614,46.8,0.213905,54658,9005,11468,0.952804,0.019989,0.003887,0.000444,0.01266,0,0.009994,656.889,179.169,0,291.339,170.56,0,15.82,0,0,0,0,0,0,,,,,,,,,,,,,,,
19037,Chickasaw,G1900370,Iowa,5181,-0.064992026,-0.317181956,-0.07150952,-0.245672437,-0.229371,-0.3129,-0.083529,6631,0.735,44.3,0.169426,55385,9105,12099,0.982976,0.003295,0.003295,0.002746,0.000439,0,0.00659,770.96,82.64,0,342.79,345.449,0,0.08,0,0,0,0,0,0,,,,,,,,,,,,,,,
19039,Clarke,G1900390,Iowa,3617,-0.119515012,-0.363995543,-0.065288027,-0.298707516,-0.280198,-0.3593,-0.079102,4670,0.481,39.5,0.169079,51571,6505,9282,0.943121,0.000615,0.001537,0.002306,0.007686,0,0.04535,486.22,160.78,0,205.789,58.799,0,60.84,0,43.829,0,0,0,0,,,,,,,,,,,,,,,
19041,Clay,G1900410,Iowa,6860,-0.064371257,-0.39490316,0.051564967,-0.446468127,-0.421028,-0.3874,0.033628,8969,0.343,42.7,0.225775,47874,12385,16313,0.968107,0.002019,0.000323,0.006459,0.013242,0.000323,0.009285,712.19,184.74,0,358.55,149.099,0,19.8,0,18.359,0,0,0,0,,,,,,,,,,,,,,,
19043,Clayton,G1900430,Iowa,7892,-0.132223824,-0.292839005,-0.04967791,-0.243161094,-0.227845,-0.2883,-0.060455,9594,0.966,47.1,0.17151,52828,13675,17672,0.978793,0.003291,0.001828,0.003656,0.001828,0,0.010603,685.7,64.76,0,367.149,240,0,13.789,0,0,0,0,13.789,0,,,,,,,,,,,,,,,
19045,Clinton,G1900450,Iowa,18004,0.121610097,-0.105392157,-0.050130353,-0.055261803,-0.051199,-0.1032,-0.052001,24687,0.322,42.2,0.190568,50156,35980,47218,0.940661,0.02557,0.004725,0.003752,0.007782,0.000111,0.01751,526.2,105.609,2.48,206.349,190.159,0,21.6,0,12.339,0,6.269,0,0,,,,,,,,,,,,,,,
19047,Crawford,G1900470,Iowa,5415,-0.147354447,-0.37237055,0.025026544,-0.397397095,-0.378659,-0.3682,0.010459,7154,0.518,37.8,0.127911,53609,10765,17132,0.865304,0.016256,0.003716,0.007431,0.005852,0.001858,0.098932,652.549,355.459,0,111.719,163.25,0,22.109,0,0,0,0,0,0,,,,,,,,,,,,,,,
19049,Dallas,G1900490,Iowa,40948,-0.062900055,-0.020216459,0.083607742,-0.103824201,-0.095106,-0.0198,0.075306,56022,0.306,35.3,0.493766,84790,57045,84002,0.921378,0.014112,0.001139,0.013586,0.011395,0.001139,0.037251,559.34,143.52,0,287.589,116.93,0,11.3,0,11.08,0,0,0,0,,,,,,,,,,,,,,,
19051,Davis,G1900510,Iowa,3103,-0.084678748,-0.499087406,-0.027195514,-0.471891892,-0.449768,-0.4922,-0.042432,4102,1,37,0.20505,58464,6265,8885,0.980048,0.000638,0,0.007981,0.004789,0,0.005587,483.61,239,0,231.919,12.679,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19053,Decatur,G1900530,Iowa,2886,-0.190768121,-0.400285191,-0.087159654,-0.313125536,-0.293251,-0.393,-0.099749,3804,1,36.4,0.23504,42614,6175,8044,0.940891,0.017814,0.004858,0.004858,0.009717,0.002429,0.019433,335.819,163.53,0,74.489,23.059,0,74.73,0,0,0,0,0,0,,,,,,,,,,,,,,,
19055,Delaware,G1900550,Iowa,7497,-0.228551819,-0.357230143,-0.040850533,-0.316379609,-0.29618,-0.3508,-0.05462,10003,0.715,43.6,0.165906,61179,13090,17258,0.977464,0.002292,0.004202,0.002674,0.004202,0,0.009167,701.019,42.5,0,226.08,421.86,0,10.58,0,10.529,0,0,0,0,,,,,,,,,,,,,,,
19057,Des Moines,G1900570,Iowa,15057,0.163988014,-0.08725932,-0.013024497,-0.074234823,-0.068942,-0.0852,-0.016258,19956,0.267,42.6,0.204893,49977,30195,39600,0.91439,0.047193,0.001159,0.002981,0.012916,0,0.021527,435.829,104.43,3.92,199.159,112.109,0,16.219,0,11.48,0,0,0,0,,,,,,,,,,,,,,,
19059,Dickinson,G1900590,Iowa,8787,-0.086557453,-0.340289738,0.036609029,-0.376898766,-0.35706,-0.3359,0.02116,11244,0.35,48.4,0.313397,58099,13655,17056,0.969608,0.005859,0.002929,0.002929,0.00249,0,0.015745,751.059,121.739,0,368.509,260.389,0,0.42,0,0,0,0,0,0,,,,,,,,,,,,,,,
19061,Dubuque,G1900610,Iowa,42747,0.073893518,-0.029474758,-0.016302657,-0.013172101,-0.012268,-0.0289,-0.016632,53926,0.27,38.5,0.304639,61321,73235,96802,0.944494,0.024988,0.000956,0.008398,0.006964,0.001365,0.012835,683.759,59.929,0,79.62,533,0.75,10.449,0,5.82,0,3.29,0,0.75,,,,,,,,,,,,,,,
19063,Emmet,G1900630,Iowa,3720,-0.037548316,-0.364705882,0.02962574,-0.394331622,-0.371765,-0.3596,0.012165,4853,0.399,42.4,0.201856,48542,7280,9551,0.925137,0.018544,0,0.002747,0.00522,0,0.048077,743.84,84.26,0,502.91,156.469,0,0.19,0,0,0,0,0,0,,,,,,,,,,,,,,,
19065,Fayette,G1900650,Iowa,8196,-0.05922725,-0.231475811,-0.024042145,-0.207433666,-0.193584,-0.2268,-0.033216,10186,0.706,43.6,0.19812,50015,15605,19929,0.955143,0.017302,0.000256,0.002884,0.006088,0,0.017943,699.429,88.79,0,404.12,192.479,0,14.029,0,13.89,0,0,0,0,,,,,,,,,,,,,,,
19067,Floyd,G1900670,Iowa,6257,0.060205094,-0.197357724,-0.039031009,-0.158326714,-0.148387,-0.1942,-0.045813,8032,0.527,43.9,0.199467,48110,12090,15858,0.947891,0.01861,0.001241,0.013234,0.000662,0.002068,0.016543,588.539,76.98,0,322.389,188.919,0,0.25,0,0,0,0,0,0,,,,,,,,,,,,,,,
19069,Franklin,G1900690,Iowa,4067,-0.129751647,-0.355756529,0.002920447,-0.358676976,-0.336151,-0.3501,-0.013949,5130,0.602,42.4,0.177254,53742,7655,10245,0.915741,0.010451,0,0,0.002351,0,0.071848,646.25,126.4,0,401.97,105.709,0,12.169,0,12.169,0,0,0,0,,,,,,,,,,,,,,,
19071,Fremont,G1900710,Iowa,3018,-0.322613753,-0.430257402,-0.001770755,-0.428486647,-0.401669,-0.4229,-0.021231,3857,1,45.8,0.192501,54281,5380,6968,0.965613,0.001859,0.009294,0,0.001859,0,0.022305,422.93,70.29,0,277.379,75.26,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19073,Greene,G1900730,Iowa,4050,-0.013691684,-0.291257218,-0.040980118,-0.2502771,-0.234184,-0.2875,-0.053316,5057,0.582,44.5,0.201241,54050,6830,9003,0.969253,0.005124,0.001464,0.004392,0.004392,0,0.015373,562.659,151.46,0,300.019,94.26,0,16.92,0,0,0,0,0,0,,,,,,,,,,,,,,,
19075,Grundy,G1900750,Iowa,5703,-0.278901734,-0.3816031,0.036852172,-0.418455272,-0.388679,-0.3742,0.014479,7276,1,42.5,0.280264,66965,9430,12341,0.981972,0.001591,0.001591,0.002121,0.005302,0,0.007423,608.45,138.68,0,384.329,85.439,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19077,Guthrie,G1900770,Iowa,4992,-0.321480862,-0.365441401,-0.011710058,-0.353731343,-0.329739,-0.3589,-0.029161,6371,1,45.6,0.197528,57075,8165,10674,0.972443,0.00049,0.004287,0.00049,0.008941,0,0.013472,497.72,108.819,0,241.28,147.53,0,0.089,0,0,0,0,0,0,,,,,,,,,,,,,,,
19079,Hamilton,G1900790,Iowa,6338,-0.044339776,-0.270930943,-0.029311803,-0.24161914,-0.22576,-0.266,-0.04024,7943,0.505,42.4,0.242539,56273,11380,15110,0.940685,0.00703,0.000351,0.020211,0.001054,0.002197,0.028998,625.019,187.52,0,345.949,91.43,0,0.13,0,0,0,0,0,0,,,,,,,,,,,,,,,
19081,Hancock,G1900810,Iowa,4768,-0.200086806,-0.445731707,-0.016184619,-0.429547088,-0.407086,-0.4386,-0.031514,6172,0.7,44.5,0.230968,61167,8370,10888,0.962366,0.007168,0.002987,0.001195,0.005257,0,0.020908,670.22,234.11,0,308.79,127.329,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19083,Hardin,G1900830,Iowa,7155,-0.128168203,-0.325593238,-0.018790601,-0.306802636,-0.289113,-0.3197,-0.030587,8989,0.711,44.7,0.197626,53872,13230,17127,0.95616,0.005291,0.00907,0.00189,0.00257,0.000302,0.024943,669.899,218.659,0,400.649,50.359,0,0.23,0,0,0,0,0,0,,,,,,,,,,,,,,,
19085,Harrison,G1900850,Iowa,5985,-0.228088337,-0.390693412,0.003306304,-0.393999716,-0.371199,-0.3837,-0.012501,8155,0.811,44.1,0.188138,60063,10865,14143,0.973769,0.002761,0.002301,0.001841,0.005798,0.001381,0.011505,525.86,133.169,0,172.629,131.9,0,88.159,0,24.789,0,0,0,0,,,,,,,,,,,,,,,
19087,Henry,G1900870,Iowa,7402,-0.103197877,-0.330408163,0.000698597,-0.33110676,-0.305721,-0.3238,-0.018079,9982,0.571,40,0.200658,52428,15250,19926,0.913443,0.023934,0.003279,0.018033,0.007803,0.000656,0.032787,462.75,127.67,0,264.779,53.859,0,16.429,0,10.13,0,0,0,0,,,,,,,,,,,,,,,
19089,Howard,G1900890,Iowa,3611,-0.083982684,-0.276591438,-0.058774274,-0.217817164,-0.204869,-0.2733,-0.068431,4958,0.63,42.2,0.149145,52742,6930,9264,0.978355,0.001443,0,0.001443,0.012987,0,0.006494,831.07,115.409,0,304.62,410.829,0,0.21,0,0,0,0,0,0,,,,,,,,,,,,,,,
19091,Humboldt,G1900910,Iowa,4052,-0.257475925,-0.451802349,0.028695576,-0.480497925,-0.455278,-0.4462,0.009078,5327,0.466,43,0.208471,52219,7150,9566,0.976224,0.001399,0.005594,0.002098,0.005315,0,0.01049,781.559,177.379,0,469.99,134.18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19093,Ida,G1900930,Iowa,2938,-0.222686152,-0.51703163,0.023438344,-0.540469974,-0.515781,-0.51,0.005781,3849,1,44.5,0.190249,55969,5250,6916,0.964762,0,0.005714,0.001905,0.011238,0,0.01619,842.289,286.22,0,416.699,139.37,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19095,Iowa,G1900950,Iowa,7595,-0.151191454,-0.257620553,-0.001739264,-0.255881289,-0.238208,-0.2527,-0.014492,9742,0.822,42.1,0.191165,58570,12390,16207,0.96368,0.010492,0.000323,0.002421,0.006053,0,0.016949,580.5,262.73,0,156.59,160.99,0,0.18,0,0,0,0,0,0,,,,,,,,,,,,,,,
19097,Jackson,G1900970,Iowa,8512,-0.082850242,-0.265455284,-0.059782993,-0.205672291,-0.192726,-0.2615,-0.068774,11135,0.533,44.7,0.18838,54070,15010,19395,0.969021,0.004997,0.000266,0.00433,0.007129,0.002998,0.011659,597.84,12.599,0,234.33,344.769,0,6.15,0,0,0,0,0,0,,,,,,,,,,,,,,,
19099,Jasper,G1900990,Iowa,15606,-0.006802721,-0.219348269,-0.024034442,-0.195313826,-0.181307,-0.2154,-0.034093,20184,0.575,42.3,0.178581,55727,28415,36891,0.949498,0.0183,0.002288,0.004047,0.008798,0.001936,0.015309,437.73,140.409,0,214.86,65.98,0,16.48,0,7.79,0,0,0,0,,,,,,,,,,,,,,,
19101,Jefferson,G1901010,Iowa,7023,0.227465303,-0.014110429,-0.00901523,-0.0050952,-0.004659,-0.0138,-0.009141,8959,0.387,43,0.315633,43378,13080,18077,0.910168,0.014526,0.000306,0.009557,0.053899,0,0.011468,373.329,101.879,0,167.009,60.56,0,43.88,0,20.359,0,0,0,0,,,,,,,,,,,,,,,
19103,Johnson,G1901030,Iowa,67674,0.484971519,0.441527934,0.032286454,0.40924148,0.378945,0.4323,0.053355,83851,0.185,30,0.529797,61640,107000,147001,0.880374,0.041776,0.002103,0.027757,0.013785,0.000748,0.033458,353.589,78.109,1.36,124.62,119.89,0.92,28.699,3.599,13.39,0,2.35,0,1.92,,,,,,,,,,,,,,,
19105,Jones,G1901050,Iowa,8565,-0.084934155,-0.218746816,-0.01542295,-0.203323867,-0.190763,-0.2147,-0.023937,10989,0.58,43.4,0.184435,56012,15920,20568,0.951005,0.02544,0.000251,0.004711,0.004083,0,0.014447,479.699,54.369,0,257.199,167.8,0,0.34,0,0,0,0,0,0,,,,,,,,,,,,,,,
