FIPS,gisjoin,state,county,total_votes,dem_margin,past_pres_partisanship,CVAP,median_age,bachelor %,median_income,rural %,white %,black %,native %,asian %,hispanic %,evangelical,protestant,catholic,mormon,total_religious,black_protestant
1001,G0100010,Alabama,Autauga County,24661,-0.489969,-0.4603042,40690,37.8,0.24592771,53099,0.42,0.75683482,0.18370906,0.00410543,0.00806554,0.02572254,0.50399,0.082859,0.032359,0.015029,0.676879,0.041979
1003,G0100030,Alabama,Baldwin County,94090,-0.571601,-0.5576883,151770,42.3,0.29547111,51365,0.423,0.83178788,0.09225603,0.00615508,0.00664127,0.04366698,0.318139,0.11014,0.076859,0.00561,0.53174,0.01717
1005,G0100050,Alabama,Barbour County,10390,-0.055688,0.03145365,20375,38.7,0.12867787,33956,0.678,0.45885624,0.4788833,0.00172841,0.00443376,0.04309762,0.32025,0.077939,0.02094,0.00965,0.54999,0.121209
1007,G0100070,Alabama,Bibb County,8748,-0.551536,-0.4667458,17590,40.2,0.12,39776,0.684,0.74765196,0.21212121,0.00358852,0.00062024,0.02223994,0.443329,0.013179,0,0,0.4988,0.042159
1009,G0100090,Alabama,Blount County,25384,-0.80909,-0.7409398,42430,40.8,0.13049757,46212,0.9,0.87657701,0.01557951,0.0029634,0.00159434,0.08727298,0.5098,0.05295,0.08276,0.00508,0.65162,0.00101
1011,G0100110,Alabama,Bullock County,4701,0.507431,0.52799699,8195,39.2,0.10255012,29335,0.514,0.21683093,0.75502275,0.00796058,0.00796058,0.00123199,0.19718,0.05507,0.00449,0,0.57724,0.315649
1013,G0100130,Alabama,Butler County,8685,-0.134563,-0.0750842,15425,40.6,0.16080006,34315,0.712,0.52781065,0.43515779,0.00073965,0.01000986,0.01247535,0.413089,0.078909,0.00368,0.00487,0.586149,0.079099
1015,G0100150,Alabama,Calhoun County,47376,-0.409974,-0.3192382,88525,39.1,0.17652967,41954,0.337,0.72997765,0.20331714,0.00197613,0.00931112,0.03436225,0.569809,0.05959,0.02692,0.009689,0.71362,0.043539
1017,G0100170,Alabama,Chambers County,13778,-0.148129,-0.0516734,26480,43.1,0.12484279,36027,0.491,0.56743489,0.4047857,0.0022929,0.00917162,0.00435064,0.37712,0.090019,0.00728,0.006929,0.65033,0.16893
1019,G0100190,Alabama,Cherokee County,10503,-0.690021,-0.5495449,20505,45.7,0.13961699,38925,0.857,0.91871645,0.04606711,0.00586941,0.00332085,0.01563888,0.41806,0.061179,0,0,0.47924,0
1021,G0100210,Alabama,Chilton County,18255,-0.662529,-0.60331,31555,38.7,0.14854549,42594,0.867,0.80610265,0.10009814,0.00305817,0.00435904,0.07624894,0.609669,0.041359,0.01625,0.00566,0.69858,0.02557
1023,G0100230,Alabama,Choctaw County,7268,-0.136725,-0.0459337,10515,45.1,0.11960203,32622,1,0.56205314,0.42229247,0.00015052,0.00045157,0.00556935,0.438699,0.056929,0.00433,0.01133,0.701419,0.190129
1025,G0100250,Alabama,Clarke County,12936,-0.106745,-0.0820157,19195,42,0.12137234,32735,0.76,0.53177446,0.45494426,0.00032197,0.00458808,0.00173059,0.527769,0.063179,0.00043,0.00368,0.792399,0.19734
1027,G0100270,Alabama,Clay County,6572,-0.605072,-0.4563194,10360,43.7,0.11062884,38815,1,0.80264036,0.14744493,0.00882593,0,0.03107617,0.63875,0.0745,0.013349,0,0.739659,0.01299
1029,G0100290,Alabama,Cleburne County,6532,-0.770514,-0.682157,11295,41.5,0.11528073,36316,1,0.92795677,0.02361417,0.00140084,0.00573678,0.02328064,0.69697,0.056369,0,0,0.765629,0.01222
1031,G0100310,Alabama,Coffee County,20513,-0.561179,-0.4927162,37955,39.3,0.23666725,47872,0.472,0.71371419,0.17004962,0.00825636,0.01221784,0.0655802,0.51832,0.069209,0.03103,0.01612,0.66111,0.026429
1033,G0100330,Alabama,Colbert County,24626,-0.378647,-0.2039769,42235,42.4,0.18470905,43786,0.439,0.78853192,0.1564816,0.00603196,0.00424812,0.02401751,0.546759,0.06188,0.026,0,0.69459,0.05982
1035,G0100350,Alabama,Conecuh County,6543,-0.051632,0.01651951,9825,44,0.0866258,27609,0.809,0.50720643,0.46215642,0.00149642,0.00110262,0.01764196,0.324839,0.074159,0,0,0.570759,0.151189
1037,G0100370,Alabama,Coosa County,5223,-0.304455,-0.1628392,8755,44.9,0.09940559,31910,1,0.65022091,0.3236377,0.00073638,0,0.0128866,0.36225,0.05,0,0,0.532799,0.12029
1039,G0100390,Alabama,Covington County,15818,-0.68256,-0.5832199,29295,42.9,0.14921486,37313,0.697,0.83514008,0.12976755,0.00344563,0.00466485,0.01531978,0.53097,0.05542,0.00771,0.00712,0.61925,0.017929
1041,G0100410,Alabama,Crenshaw County,6252,-0.454603,-0.3554067,10535,41.6,0.14647681,37557,1,0.70869315,0.23675878,0.00885147,0.01669545,0.01683938,0.535159,0.06292,0,0.01589,0.631669,0.01755
1043,G0100430,Alabama,Cullman County,37278,-0.77076,-0.6949822,61625,40.5,0.14969018,39297,0.732,0.92463968,0.01036696,0.00522652,0.00611196,0.04213193,0.669889,0.04599,0.05738,0.0077,0.781019,0
1045,G0100450,Alabama,Dale County,18617,-0.501093,-0.4215121,37405,36.9,0.16068699,44093,0.509,0.70191707,0.19402504,0.00576532,0.01024049,0.05888282,0.357779,0.07387,0.00553,0.01717,0.49217,0.03763
1047,G0100470,Alabama,Dallas County,18730,0.375,0.39727008,30615,38.9,0.13784304,28136,0.456,0.28069328,0.69497417,0.00219669,0.00393473,0.00958335,0.382569,0.05564,0.01223,0.007509,0.605799,0.146009
1049,G0100490,Alabama,DeKalb County,26086,-0.68857,-0.5486318,49580,39.3,0.11365936,38248,0.901,0.81015549,0.01477367,0.01285648,0.00301676,0.14015253,0.45755,0.0552,0.037369,0.003529,0.553659,0
1051,G0100510,Alabama,Elmore County,36905,-0.515056,-0.4875018,61485,38.3,0.22238399,53398,0.542,0.73688501,0.21112442,0.00202577,0.00564497,0.02801487,0.35604,0.07442,0.008539,0.00653,0.46968,0.02398
1053,G0100530,Alabama,Escambia County,15213,-0.359043,-0.2554308,29330,39.9,0.1162565,32334,0.635,0.60594059,0.32330033,0.03466667,0.00105611,0.02059406,0.467569,0.04825,0.01383,0,0.60059,0.056469
1055,G0100550,Alabama,Etowah County,43474,-0.496128,-0.3838937,78780,40.9,0.16491855,40478,0.375,0.78431354,0.15284967,0.0040053,0.00676258,0.03629926,0.615879,0.055689,0.07301,0.00779,0.804419,0.04609
1057,G0100570,Alabama,Fayette County,8196,-0.648563,-0.5332243,13155,43.6,0.1414535,36205,0.802,0.85229101,0.12238575,0,0.00268129,0.00858011,0.550429,0.046109,0.005219,0.007129,0.640279,0.031379
1059,G0100590,Alabama,Franklin County,11955,-0.603738,-0.4048255,21935,39.1,0.12390099,36138,0.704,0.78073037,0.04060431,0.0074114,0.00323061,0.1601685,0.527789,0.037689,0.046899,0.01498,0.64396,0.016589
1061,G0100610,Alabama,Geneva County,11659,-0.720276,-0.6303887,20515,42,0.11661792,36519,0.896,0.84061274,0.09422754,0.00470764,0.00384831,0.03706333,0.47805,0.073159,0.00187,0.00758,0.61545,0.043149
1063,G0100630,Alabama,Greene County,4862,0.650615,0.69606742,6595,41.3,0.09974853,21339,1,0.17142192,0.81180855,0.00407593,0.00163037,0.00617212,0.12537,0.04146,0.004089,0,0.2681,0.09475
1065,G0100650,Alabama,Hale County,8010,0.199254,0.25465695,11565,39.7,0.14028742,33351,0.892,0.39969655,0.58282209,0.0032324,0.00105548,0.01207204,0.276779,0.087939,0.00159,0.010089,0.604759,0.221639
1067,G0100670,Alabama,Henry County,8017,-0.413776,-0.2905251,13335,43.2,0.16144342,41045,0.878,0.68563449,0.27887357,0,0,0.02530983,0.34823,0.05225,0,0,0.473639,0.07317
1069,G0100690,Alabama,Houston County,42030,-0.470555,-0.4032397,78085,39.3,0.21017902,41945,0.338,0.67452426,0.26374758,0.00341704,0.00821053,0.03186994,0.595649,0.120579,0.02512,0.011019,0.79824,0.03796
1071,G0100710,Alabama,Jackson County,20785,-0.619472,-0.4187685,40730,42.8,0.12578464,38422,0.77,0.89492093,0.03294176,0.00771746,0.00372567,0.02727722,0.453079,0.03975,0.02846,0.00607,0.54337,0.01588
1073,G0100730,Alabama,Jefferson County,290111,0.072668,0.05986154,491015,37.5,0.31440247,47220,0.098,0.50670919,0.42339659,0.00174178,0.01503423,0.03689296,0.46925,0.10181,0.08365,0.007219,0.8387,0.161969
1075,G0100750,Alabama,Lamar County,6931,-0.687195,-0.5318169,10960,44.3,0.13062613,34298,1,0.86136784,0.11261197,0.00298592,0,0.01428978,0.61123,0.072439,0,0,0.758169,0.0745
1077,G0100770,Alabama,Lauderdale County,38813,-0.454067,-0.3087423,72735,41.3,0.2167923,43657,0.493,0.84991526,0.09763496,0.00400471,0.00678965,0.02393109,0.441839,0.08714,0.02101,0.00732,0.583149,0.0253
1079,G0100790,Alabama,Lawrence County,14623,-0.48594,-0.2696287,25995,42.2,0.10308618,42339,0.913,0.76657793,0.11366016,0.04944217,0.00092723,0.0206682,0.457529,0.034219,0.002529,0,0.52183,0.027489
1081,G0100810,Alabama,Lee County,57668,-0.226166,-0.1989183,115345,30.5,0.34412147,45056,0.274,0.67867513,0.23086517,0.00115624,0.03552521,0.03690231,0.21455,0.108739,0.02048,0.00592,0.406399,0.052539
1083,G0100830,Alabama,Limestone County,39400,-0.4864,-0.4361657,67250,39,0.23260687,51115,0.576,0.77436653,0.12674917,0.00583888,0.01233145,0.05689309,0.40567,0.059179,0.029739,0.007139,0.519649,0.01046
1085,G0100850,Alabama,Lowndes County,6676,0.468582,0.53064752,8100,40.4,0.12281926,27914,1,0.24401325,0.74642688,0.00075722,0,0.00473261,0.21586,0.133819,0,0,0.55023,0.20046
1087,G0100870,Alabama,Macon County,8748,0.671225,0.74215894,16035,38.2,0.20041888,32390,0.555,0.15423694,0.81533225,0.00284495,0.00223532,0.01646007,0.125629,0.054259,0.00466,0.010859,0.44672,0.230509
1089,G0100890,Alabama,Madison County,159473,-0.163401,-0.1861807,261510,38.1,0.40671927,60150,0.164,0.65431048,0.23982993,0.00550042,0.02436759,0.04675218,0.31511,0.106129,0.04228,0.012359,0.50425,0.020039
1091,G0100910,Alabama,Marengo County,10948,0.034746,0.07202912,15310,42.2,0.14789093,30713,0.693,0.45450015,0.52760889,0.00249178,0.00214293,0.00946875,0.50749,0.09065,0.018359,0.010369,0.772529,0.145379
1093,G0100930,Alabama,Marion County,12912,-0.75801,-0.6152829,23725,43.9,0.12466339,34074,0.889,0.92046695,0.03247462,0.00380304,0.00324085,0.02400873,0.529889,0.047439,0.0154,0.00715,0.611779,0.01189
1095,G0100950,Alabama,Marshall County,34965,-0.688526,-0.6008721,65925,38.8,0.16567244,39831,0.533,0.82341803,0.02090253,0.00434764,0.00588148,0.12915988,0.46987,0.084579,0.090109,0.006549,0.655159,0.004
1097,G0100970,Alabama,Mobile County,163387,-0.132745,-0.0922603,308975,37.2,0.22512396,44263,0.2,0.57850883,0.35201585,0.0060682,0.01943803,0.02644759,0.36147,0.0734,0.077489,0.00573,0.612919,0.082629
1099,G0100990,Alabama,Monroe County,10185,-0.14244,-0.077232,16820,41.5,0.12395085,28182,0.79,0.54666667,0.42416382,0.01142207,0.00227531,0.00618885,0.37268,0.059689,0.004339,0.01322,0.64847,0.19846
1101,G0101010,Alabama,Montgomery County,94572,0.259841,0.24285742,168750,36,0.31459566,45358,0.105,0.35942338,0.56689329,0.00128413,0.02234907,0.03311462,0.30473,0.139439,0.041329,0.00825,0.697389,0.192219
1103,G0101030,Alabama,Morgan County,49991,-0.517969,-0.4450662,88065,39.8,0.21429181,46883,0.386,0.76619129,0.1205303,0.00525281,0.00670821,0.07811468,0.49918,0.09781,0.070129,0.006349,0.696789,0.0218
1105,G0101050,Alabama,Perry County,5255,0.457939,0.50204952,7625,37.1,0.1449251,24912,1,0.29626623,0.68587662,0.00040584,0.0018263,0.00953734,0.27429,0.088379,0,0,0.539139,0.176
1107,G0101070,Alabama,Pickens County,9494,-0.155523,-0.0696077,15585,42.2,0.11119,31679,1,0.54854805,0.41772278,0.00119749,0.00059874,0.02424908,0.49605,0.08118,0.00375,0,0.683679,0.0869
1109,G0101090,Alabama,Pike County,13025,-0.200258,-0.1366697,25630,31.2,0.23988174,33193,0.517,0.56561589,0.37416233,0.00646092,0.02115575,0.02193707,0.306939,0.07423,0.00654,0.00982,0.50929,0.111709
1111,G0101110,Alabama,Randolph County,10130,-0.531462,-0.3987305,17375,42.8,0.15379191,37496,0.813,0.75436657,0.19186381,0.00327216,0.00225514,0.02922839,0.3951,0.086329,0.0065,0,0.57321,0.085239
1113,G0101130,Alabama,Russell County,19136,0.019163,0.11769691,43135,34.8,0.17014105,38400,0.354,0.48715806,0.42020261,0.00368374,0.00678764,0.05071969,0.44667,0.046159,0.03012,0.01432,0.69485,0.156819
1115,G0101150,Alabama,St. Clair County,37937,-0.678698,-0.6609195,65815,40,0.1610384,54042,0.728,0.86303364,0.09354787,0.00277213,0.00798143,0.02265062,0.407519,0.03417,0.01263,0,0.47573,0.021269
1117,G0101170,Alabama,Shelby County,99208,-0.494232,-0.5554715,149210,38.1,0.41422991,72310,0.229,0.78895951,0.1156343,0.00194221,0.01984938,0.05759137,0.31747,0.082409,0.014779,0.00773,0.439339,0.01241
1119,G0101190,Alabama,Sumter County,6391,0.493683,0.5457521,10390,36.5,0.18120319,20428,1,0.2457659,0.71659767,0.00308619,0.02822732,0.00293564,0.19356,0.055869,0.00269,0,0.36111,0.10892
1121,G0101210,Alabama,Talladega County,33218,-0.254228,-0.1600396,62160,40.8,0.13090922,37923,0.558,0.63519499,0.32050286,0.0025661,0.00520621,0.02161442,0.407079,0.055149,0.0215,0.00662,0.53475,0.044289
1123,G0101230,Alabama,Tallapoosa County,18504,-0.4144,-0.3227468,31945,43,0.17315808,39395,0.742,0.69073197,0.27025245,0.00336931,0.00507837,0.02412227,0.473709,0.110049,0.02148,0.003799,0.694559,0.08473
1125,G0101250,Alabama,Tuscaloosa County,81708,-0.192999,-0.1743224,155400,32.1,0.29369494,48022,0.255,0.62978896,0.30961471,0.00131377,0.01497992,0.03292323,0.36887,0.06378,0.01916,0.0064,0.535889,0.07412
1127,G0101270,Alabama,Walker County,29243,-0.670772,-0.5292241,50325,42.3,0.10542809,37025,0.741,0.89564435,0.05657616,0.00054884,0.00460415,0.02260912,0.583649,0.038079,0.007799,0.007639,0.653509,0.016219
1129,G0101290,Alabama,Washington County,8492,-0.429861,-0.3172704,12865,41.4,0.09623395,40293,1,0.65060027,0.24773789,0.07812408,0.00650541,0.01295168,0.420399,0.07064,0.00171,0,0.58495,0.0922
1131,G0101310,Alabama,Wilcox County,6095,0.425302,0.48679591,8520,40.2,0.11302244,24442,1,0.27430524,0.71948916,0.00062955,0,0.00557604,0.294939,0.04867,0.00103,0.00814,0.61045,0.25767
1133,G0101330,Alabama,Winston County,10255,-0.81024,-0.723286,18770,44.1,0.13089036,33896,0.849,0.94273935,0.00408112,0.00362304,0.00349811,0.02915088,0.55134,0.045619,0.009109,0.005509,0.61158,0
2013,G0200130,Alaska,Aleutians East Borough,547,-0.242754,-0.1060753,1965,42.8,0.1194499,65926,1,0.1491361,0.06608063,0.33313125,0.29463474,0.10033343,0.042659,0,0,0,0.235909,0
2016,G0200160,Alaska,Aleutians West Census Area,1227,0.241332,0.2832305,3635,37.6,0.15699494,86964,1,0.26041302,0.05442772,0.12618131,0.36034302,0.13825691,0.041719,0.01475,0.03327,0.019059,0.24546,0
2020,G0200200,Alaska,Anchorage Municipality,131072,-0.053673,-0.0986212,213935,32.8,0.34297998,80862,0.041,0.59844782,0.05312691,0.06714531,0.08803258,0.08716729,0.153099,0.039159,0.078709,0.04752,0.352279,0.00387
2050,G0200500,Alaska,Bethel Census Area,4944,0.326367,0.47272397,11320,26.8,0.11417447,53296,0.739,0.10422142,0.00754823,0.81297176,0.00900196,0.02007269,0.029449,0.13025,0.19068,0.010109,0.529649,0
2060,G0200600,Alaska,Bristol Bay Borough,464,-0.290411,-0.2451458,715,40.7,0.19106317,88000,1,0.53078556,0.00318471,0.31740977,0.01167728,0.04883227,0.006019,0,0.060179,0,0.293879,0
2068,G0200680,Alaska,Denali Borough,1113,-0.17398,-0.0727856,1650,37.3,0.38522954,81302,1,0.85270588,0.00988235,0.03105882,0.03388235,0.008,0.16977,0,0.06134,0.044909,0.27875,0
2070,G0200700,Alaska,Dillingham Census Area,1908,0.173839,0.22993313,3355,29.7,0.17563739,56055,1,0.16827309,0.00240964,0.71285141,0.02168675,0.02951807,0.091189,0.08995,0.11925,0.00908,0.5162,0
2090,G0200900,Alaska,Fairbanks North Star Borough,41180,-0.208258,-0.2231194,73390,30.7,0.33372536,73831,0.309,0.71525711,0.03976036,0.06001997,0.02883675,0.07474788,0.14334,0.04067,0.04299,0.046369,0.288009,0.00483
2100,G0201000,Alaska,Haines Borough,1655,0.039519,-0.0233313,2000,44.6,0.40443963,53125,1,0.76898734,0.00039557,0.04746835,0.03362342,0.01621835,0.137159,0.059409,0.07376,0.032299,0.34968,0
2105,G0201050,Alaska,Hoonah-Angoon Census Area,1431,0.210165,0.23109928,1640,48.4,0.24255858,54091,1,0.4831514,0.03464642,0.30802088,0.02278121,0.04983389,0.09209,0.009769,0.05814,0.03628,0.29442,0
2110,G0201100,Alaska,Juneau City and Borough,16573,0.185146,0.19498003,24185,37.5,0.39433776,87436,0.215,0.6566228,0.01119174,0.11643709,0.06487517,0.06296889,0.09167,0.06181,0.06075,0.05471,0.286779,0
2122,G0201220,Alaska,Kenai Peninsula Borough,29034,-0.37277,-0.3624785,43770,40.5,0.23681016,64891,0.793,0.81400836,0.00560404,0.07130836,0.01320332,0.03841283,0.17487,0.025399,0.050719,0.052869,0.322079,0
2130,G0201300,Alaska,Ketchikan Gateway Borough,6337,-0.236984,-0.1699831,10165,39.2,0.23769622,64162,0.232,0.6458622,0.00495808,0.12942034,0.07561065,0.04622676,0.14224,0.04771,0.06826,0.05424,0.31506,0
2150,G0201500,Alaska,Kodiak Island Borough,5818,-0.184211,-0.1827832,9120,32.7,0.24849967,73068,0.313,0.50775974,0.00114959,0.12537721,0.21870959,0.08700963,0.091159,0.01597,0.036789,0.032299,0.280899,0
2158,G0201580,Alaska,Kusilvak Census Area,501,0.393907,0.18407386,940,23.3,0.04797244,38160,1,0.03728262,0.00350307,0.88414863,0.00387839,0.01338671,0,0,0,0,,0
2164,G0201640,Alaska,Lake and Peninsula Borough,45251,0.038173,0.18407386,70360,31.9,0.1245509,43864,0.503,0.20269313,0.00779589,0.68107725,0.02834869,0.0205528,0.1694,0.025519,0.037689,0.060429,0.70386,0
2170,G0201700,Alaska,Matanuska-Susitna Borough,3292,-0.515691,-0.4694166,6370,34.8,0.20587673,73908,0.661,0.80374751,0.00983999,0.050416,0.0132855,0.04522746,0.11873,0.23156,0.092709,0.012539,0.299519,0.002169
2180,G0201800,Alaska,Nome Census Area,2319,0.229227,0.32865778,6915,27.7,0.1391047,51563,0.593,0.15284948,0.00759186,0.72304889,0.01285555,0.02145966,0.048039,0.084519,0.0175,0.011769,0.470189,0
2185,G0201850,Alaska,North Slope Borough,2183,0.123243,0.30070429,4950,33.8,0.14181703,72027,0.575,0.31566987,0.00475158,0.50914162,0.05908481,0.03832249,0.21853,0.054229,0.031899,0.008509,0.163199,0
2188,G0201880,Alaska,Northwest Arctic Borough,1728,0.27496,0.34891421,2340,26.3,0.10761999,61341,1,0.11161466,0.00323708,0.82092451,0.00789849,0.02110579,0.113239,0.13237,0.023589,0.028829,0.317029,0
2195,G0201950,Alaska,Petersburg Borough,2863,-0.202652,-0.0528323,4765,40.8,0.2501182,63940,1,0.67021277,0.02346683,0.07478098,0.04443054,0.10356696,0.17359,0.026079,0.08095,0.0313,0.31035,0
2198,G0201980,Alaska,Prince of Wales-Hyder Census Area,4475,-0.07725,0.10199057,6600,40.5,0.15791908,51887,0.209,0.45136492,0.00203954,0.40021964,0.01082523,0.03467211,0.104489,0.09031,0.051799,0.038729,0.31642,0
2220,G0202200,Alaska,Sitka City and Borough,839,0.067628,0.11535174,825,39.1,0.32353876,70160,1,0.62145499,0.02185854,0.12498599,0.06781751,0.06232485,0.002069,0.06715,0.129129,0.079549,0.32598,0
2230,G0202300,Alaska,Skagway Municipality,3433,0.258702,0.27398725,4740,44.1,0.33705081,64853,1,0.7642998,0.00493097,0.04635109,0.07495069,0.06311637,0.144259,0.02589,0.05207,0.057479,0.27893,0
2240,G0202400,Alaska,Southeast Fairbanks Census Area,4484,-0.516375,-0.5081665,7095,36.4,0.1919911,63713,1,0.75394548,0.01262554,0.11018651,0.01779053,0.05064562,0.162199,0.035799,0.04535,0.047429,0.28397,0
2158,G0201580,Alaska,Wade Hampton,501,0.393907,0.59516284,940,23.3,0.04797244,38160,1,0.03728262,0.00350307,0.88414863,0.00387839,0.01338671,0,0,0,0,0.86848,0
2275,G0202750,Alaska,Wrangell City and Borough,1132,-0.427832,-0.3289885,1865,48.8,0.20260328,52986,1,0.66389005,0.00291545,0.17492711,0.03456893,0.02998751,0.11904,0.07767,0.12664,0.046429,0.38666,0
2282,G0202820,Alaska,Yakutat City and Borough,346,0.07493,0.15995981,490,40.5,0.19733925,66875,1,0.43188855,0.01083591,0.31114551,0.05882353,0.02786378,0.08006,0,0.07553,0.086099,0.246219,0
2290,G0202900,Alaska,Yukon-Koyukuk Census Area,2727,0.272982,0.27559176,3995,35.2,0.12256425,38451,1,0.2125,0.00375,0.70071429,0.00732143,0.01910714,0.02935,0.384399,0.260019,0,0.704549,0
4001,G0400010,Arizona,Apache County,18659,0.319692,0.34420458,50380,33.5,0.11058937,32460,0.741,0.18571863,0.00486551,0.72702015,0.00358002,0.05947806,0.053609,0.01,0.20974,0.209039,0.48835,0
4003,G0400030,Arizona,Cochise County,43147,-0.212776,-0.2234761,92915,40.3,0.23162945,45383,0.363,0.56299492,0.03714395,0.00816839,0.017312,0.34403208,0.104859,0.02578,0.202629,0.060399,0.40405,0.006559
4005,G0400050,Arizona,Coconino County,44929,0.188947,0.15536139,104265,30.7,0.34208561,51106,0.315,0.54619597,0.01342856,0.25951008,0.01676759,0.13711033,0.08023,0.02794,0.050219,0.123739,0.296899,0.00127
4007,G0400070,Arizona,Gila County,21398,-0.195629,-0.2674656,41290,48.9,0.17737376,40593,0.411,0.63222325,0.0055285,0.15291751,0.00759698,0.18548675,0.101049,0.027129,0.158949,0.088049,0.37586,0
4009,G0400090,Arizona,Graham County,11939,-0.232641,-0.376803,25960,32.4,0.13324056,47422,0.464,0.51461536,0.01811932,0.12632897,0.00706121,0.32097844,0.053329,0.01507,0.166419,0.31612,0.55247,0
4011,G0400110,Arizona,Greenlee County,3243,-0.154083,-0.0948218,6355,33.3,0.12196812,51813,0.466,0.47777537,0.01777971,0.03263226,0.00552906,0.46509107,0.06768,0.00403,0.30911,0.144719,0.52649,0
4012,G0400120,Arizona,La Paz County,4931,-0.407999,-0.3207976,15245,55.1,0.10436593,36321,0.563,0.58884949,0.00379236,0.12061663,0.00694444,0.26182033,0.112939,0.01474,0.05413,0.048369,0.23959,0.00849
4013,G0400130,Arizona,Maricopa County,1201934,-0.028354,-0.1072218,2723565,35.8,0.30968863,55676,0.024,0.56918115,0.05013612,0.01541158,0.03761995,0.30286833,0.140009,0.02728,0.1364,0.06359,0.39073,0.00164
4015,G0400150,Arizona,Mohave County,74189,-0.510701,-0.4232967,157930,49.7,0.11878822,39856,0.23,0.78252607,0.00951731,0.01890693,0.01148658,0.1570847,0.06584,0.020289,0.092409,0.0407,0.223469,0
4017,G0400170,Arizona,Navajo County,35409,-0.102199,-0.0787197,76280,35.8,0.1449203,36868,0.541,0.41927196,0.00672772,0.43165541,0.00609007,0.11049913,0.129979,0.013119,0.06142,0.226159,0.436579,0.00193
4019,G0400190,Arizona,Pima County,360762,0.135739,0.06925311,720405,38.1,0.30800609,46764,0.075,0.5327158,0.03199719,0.02383843,0.02593543,0.36105978,0.10026,0.03778,0.20787,0.029239,0.39841,0.004269
4021,G0400210,Arizona,Pinal County,93805,-0.192418,-0.1640862,278220,38.3,0.18471477,51190,0.219,0.57885736,0.04333709,0.04614642,0.0165944,0.29192865,0.05459,0.015619,0.1045,0.037479,0.217189,0.00098
4023,G0400230,Arizona,Santa Cruz County,14926,0.474229,0.37793292,27155,36.4,0.22493225,38941,0.269,0.15274884,0.00199798,0.00167573,0.00766967,0.83219112,0.042369,0.009679,0.320899,0.018469,0.393319,0
4025,G0400250,Arizona,Yavapai County,92780,-0.312276,-0.3046379,173100,51.9,0.25541638,46638,0.332,0.81159361,0.00518332,0.0155042,0.00799228,0.1405488,0.10878,0.02144,0.078189,0.04553,0.259779,0
4027,G0400270,Arizona,Yuma County,40759,-0.010564,-0.126165,120510,34,0.14386518,41467,0.104,0.32745017,0.01796431,0.00881491,0.0114761,0.61966039,0.0937,0.020829,0.221719,0.032179,0.37398,0.001129
5001,G0500010,Arkansas,Arkansas County,6167,-0.303767,-0.2220511,14105,41.2,0.14429188,37330,0.347,0.70391513,0.25757984,0.00059239,0.0000539,0.02994238,0.51049,0.131449,0.015769,0,0.713919,0.054259
5003,G0500030,Arkansas,Ashley County,8027,-0.362489,-0.2535033,15710,41.5,0.13587222,36352,0.517,0.67987994,0.25918338,0.00204869,0,0.05145552,0.652769,0.04617,0.03176,0,0.893419,0.15874
5005,G0500050,Arkansas,Baxter County,19572,-0.531873,-0.4403537,33485,51.8,0.1773819,38115,0.658,0.95242974,0.0024639,0.00531811,0.00553767,0.02039422,0.35854,0.060899,0.056829,0.017579,0.50967,0.012019
5007,G0500070,Arkansas,Benton County,94262,-0.339441,-0.403876,162105,35.1,0.30722964,59016,0.252,0.74737696,0.01428041,0.01297552,0.03519947,0.16068523,0.32785,0.06704,0.075709,0.019019,0.49254,0
5009,G0500090,Arkansas,Boone County,15912,-0.577804,-0.4799558,28885,42.4,0.1496786,38664,0.622,0.94340634,0.00340473,0.00761374,0.00512051,0.02302887,0.636399,0.06604,0.026289,0.015529,0.744299,0
5011,G0500110,Arkansas,Bradley County,3617,-0.231864,-0.1875685,7935,40.9,0.14231074,34665,0.496,0.564708,0.29046503,0,0,0.1417628,0.502689,0.084459,0.033799,0,0.81761,0.19665
5013,G0500130,Arkansas,Calhoun County,2250,-0.404143,-0.3670653,4180,44.9,0.12014039,35446,1,0.72859885,0.21880998,0.00115163,0.00211132,0.03800384,0.371089,0.04396,0,0,0.448029,0.032969
5015,G0500150,Arkansas,Carroll County,10656,-0.320134,-0.2385348,20185,44.4,0.17691755,38145,0.728,0.81087035,0.00509209,0.00343084,0.00884796,0.14521488,0.28879,0.05389,0.034609,0.010199,0.395069,0
5017,G0500170,Arkansas,Chicot County,4149,0.15182,0.2244898,8450,43.7,0.13134058,29628,0.543,0.39136652,0.54222898,0.00420055,0.00411118,0.05165788,0.359319,0.0422,0.04449,0,0.53237,0.084659
5019,G0500190,Arkansas,Clark County,8365,-0.091954,-0.0632655,17945,33.6,0.24716536,35595,0.544,0.69370481,0.23576089,0.00145477,0.00767061,0.04465703,0.53312,0.07545,0.00348,0.01057,0.679409,0.05614
5021,G0500210,Arkansas,Clay County,5978,-0.496538,-0.290998,11940,44,0.11348502,32404,0.589,0.96013682,0.00499934,0.00407841,0.0017103,0.01808973,0.395139,0.04813,0.00187,0,0.445129,0
5023,G0500230,Arkansas,Cleburne County,11968,-0.608771,-0.5214218,20350,47.9,0.15381754,41717,0.755,0.95001368,0.00558878,0.00402548,0.00574511,0.02403564,0.368889,0.092719,0.015589,0.02276,0.50012,0
