name_2012,gisjoin,state_2012,2012votes,swing2008to12,obamamargin2012,medianage_2012,bachelorabove_2012,medianincome_2012,rural,white_2012,black_2012,native_2012,asian_2012,hispanic_2012,otherrace_2012,evangelical_2012,mainlineprotestant_2012,catholic_2012,mormon_2012,other religion,County Power Index 2012
Autauga,G0100010,Alabama,23932,0.018101964,-0.460304195,37,0.217078306,53773,0.42,0.790929763,0.175341081,0.003916119,0.005432036,0.015159171,0.009221829,0.50399,0.082859,0.032359,0.015029,0.00066,0.01155938
Baldwin,G0100030,Alabama,85338,-0.043212676,-0.557688251,41.2,0.277415908,50706,0.423,0.873306802,0.088685239,0.005257585,0.003212969,0.019423856,0.010113549,0.318139,0.11014,0.076859,0.00561,0.00277,0.04121906
Barbour,G0100050,Alabama,11509,0.045985029,0.031453645,38.2,0.145242862,31889,0.678,0.509691314,0.455850682,0.001196458,0.001196458,0.016032544,0.016032544,0.32025,0.077939,0.02094,0.00965,0,0.00555896
Bibb,G0100070,Alabama,8420,-0.008277542,-0.466745843,39.4,0.089960046,36824,0.684,0.757934218,0.222158107,0.004616272,0.000577034,0.003750721,0.010963647,0.443329,0.013179,0,0,0.00013,0.00406694
Blount,G0100090,Alabama,24006,-0.045880631,-0.740939765,39.1,0.123814691,45192,0.9,0.950827595,0.013169023,0.002657968,0.002295518,0.018122508,0.012927389,0.5098,0.05295,0.08276,0.00508,0.000009,0.01159512
Bullock,G0100110,Alabama,5322,0.044155812,0.527996994,40.7,0.118811881,34500,0.514,0.262928349,0.70529595,0.003115265,0,0.016199377,0.012461059,0.19718,0.05507,0.00449,0,0.00486,0.00257058
Butler,G0100130,Alabama,9496,0.058503147,-0.075084246,40.3,0.128684042,30752,0.712,0.57344,0.41056,0.00128,0.00576,0.00448,0.00448,0.413089,0.078909,0.00368,0.00487,0.006489,0.00458666
Calhoun,G0100150,Alabama,46257,0.005972017,-0.319238169,38.7,0.160198204,40093,0.337,0.770253591,0.197710952,0.002805206,0.004937163,0.013801616,0.010491472,0.569809,0.05959,0.02692,0.009689,0.003721,0.02234257
Chambers,G0100170,Alabama,14611,0.033108631,-0.051673397,41.4,0.110240887,32181,0.491,0.608753823,0.37748471,0.000573394,0.002866972,0.006307339,0.004013761,0.37712,0.090019,0.00728,0.006929,0.000061,0.00705725
Cherokee,G0100190,Alabama,9779,-0.037282244,-0.549544943,44.3,0.131276009,36241,0.857,0.924652524,0.047549378,0.007802975,0.001706901,0.013655206,0.004633016,0.41806,0.061179,0,0,0,0.00472335
Chilton,G0100210,Alabama,17462,-0.0249575,-0.603310045,37.6,0.124650199,40834,0.867,0.872588104,0.096635305,0.005102854,0.001754106,0.020092489,0.003827141,0.609669,0.041359,0.01625,0.00566,0.00007,0.00843431
Choctaw,G0100230,Alabama,7968,0.028426539,-0.045933735,44,0.119371946,35123,1,0.565156469,0.421298459,0,0.001401214,0.004670715,0.007473143,0.438699,0.056929,0.00433,0.01133,0,0.00384862
Clarke,G0100250,Alabama,13851,0.033503427,-0.082015739,39.9,0.12698966,30954,0.76,0.564666322,0.416968443,0.003103983,0.001293326,0.008277289,0.005690636,0.527769,0.063179,0.00043,0.00368,0,0.00669016
Clay,G0100270,Alabama,6662,0.016477174,-0.456319424,41.7,0.088493745,34556,1,0.835721108,0.149952245,0.002387775,0,0.00286533,0.009073543,0.63875,0.0745,0.013349,0,0.00007,0.00321781
Cleburne,G0100290,Alabama,6305,-0.058620358,-0.682157018,41.2,0.094760641,37244,1,0.951002227,0.035634744,0.002672606,0,0.004454343,0.00623608,0.69697,0.056369,0,0,0.00007,0.00304537
Coffee,G0100310,Alabama,19770,-0.003845013,-0.492716237,37.8,0.225777485,44626,0.472,0.769431117,0.168060315,0.006579849,0.008224812,0.02892392,0.018779986,0.51832,0.069209,0.03103,0.01612,0,0.0095491
Colbert,G0100330,Alabama,23385,-0.00126387,-0.203976908,41.7,0.18038275,40158,0.439,0.818322611,0.156302121,0.005003574,0.003812247,0.008220157,0.00833929,0.546759,0.06188,0.026,0,0.00013,0.01129518
Conecuh,G0100350,Alabama,7022,0.022424738,0.01651951,43.3,0.09731243,27064,0.809,0.546305419,0.43546798,0.006896552,0.000985222,0.000394089,0.009950739,0.324839,0.074159,0,0,0.020559,0.00339169
Coosa,G0100370,Alabama,5269,0.012425896,-0.162839248,44.4,0.096528885,37425,1,0.681715576,0.307562077,0.000451467,0,0.001693002,0.008577878,0.36225,0.05,0,0,0.00026,0.00254498
Covington,G0100390,Alabama,15423,-0.000208528,-0.583219866,42.5,0.137619229,35321,0.697,0.861826296,0.114486783,0.005149331,0.001888088,0.008410573,0.008238929,0.53097,0.05542,0.00771,0.00712,0.00011,0.00744945
Crenshaw,G0100410,Alabama,6418,0.023070521,-0.355406669,40.3,0.110266962,37309,1,0.744219653,0.240847784,0.005780347,0.001926782,0.003371869,0.003853565,0.535159,0.06292,0,0.01589,0.000149,0.00309995
Cullman,G0100430,Alabama,34457,-0.042609966,-0.694982152,40.1,0.141663177,39244,0.732,0.96203164,0.009741882,0.004829309,0.00316403,0.010907577,0.009325562,0.669889,0.04599,0.05738,0.0077,0.000059,0.01664306
Dale,G0100450,Alabama,18557,0.024450635,-0.421512098,36,0.175439128,45247,0.509,0.750711286,0.182766563,0.003251592,0.010567674,0.035496545,0.017206341,0.357779,0.07387,0.00553,0.01717,0.00018,0.00896321
Dallas,G0100470,Alabama,20953,0.052554945,0.397270081,37.3,0.133397829,26178,0.456,0.324677369,0.662889518,0.001101668,0.000472144,0.004249292,0.006610009,0.382569,0.05564,0.01223,0.007509,0.00185,0.0101205
DeKalb,G0100490,Alabama,23863,-0.036493526,-0.548631773,37.9,0.098695587,36853,0.901,0.924309336,0.016740269,0.011707918,0.003491835,0.026086063,0.017664578,0.45755,0.0552,0.037369,0.003529,0.000011,0.01152605
Elmore,G0100510,Alabama,35485,0.021779894,-0.487501761,37.7,0.211075532,55514,0.542,0.771940148,0.202000673,0.004455279,0.004287155,0.00764963,0.009667115,0.35604,0.07442,0.008539,0.00653,0.00017,0.01713959
Escambia,G0100530,Alabama,14869,0.029903843,-0.255430762,38.7,0.12188334,31075,0.635,0.638400552,0.314719062,0.03516029,0.001551189,0.005860048,0.004308859,0.467569,0.04825,0.01383,0,0.01446,0.00718187
Etowah,G0100550,Alabama,42530,-0.001704483,-0.383893722,40.2,0.151716795,37660,0.375,0.827126816,0.142993085,0.002981666,0.003298864,0.013068578,0.01053099,0.615879,0.055689,0.07301,0.00779,0.005969,0.02054239
Fayette,G0100570,Alabama,7946,-0.044472222,-0.533224264,43.1,0.115640047,33090,0.802,0.863398204,0.114146707,0.001871257,0.001122754,0.013098802,0.006362275,0.550429,0.046109,0.005219,0.007129,0,0.00383799
Franklin,G0100590,Alabama,10859,-0.013223677,-0.40482549,38.3,0.121592097,37235,0.704,0.903402603,0.04407399,0.006394154,0.001141813,0.039506737,0.005480703,0.527789,0.037689,0.046899,0.01498,0,0.005245
Geneva,G0100610,Alabama,11320,-0.005613879,-0.630388693,42.2,0.108715376,33618,0.896,0.879509203,0.098159509,0.003680982,0.001472393,0.006625767,0.010552147,0.47805,0.073159,0.00187,0.00758,0.011639,0.00546767
Greene,G0100630,Alabama,5340,0.030280422,0.696067416,41.4,0.116325847,23777,1,0.202623907,0.792274053,0.003644315,0.002186589,0,-0.000728863,0.12537,0.04146,0.004089,0,0.00243,0.00257927
Hale,G0100650,Alabama,8643,0.037710271,0.254656948,40.4,0.117270381,29409,0.892,0.420221843,0.57337884,0.001279863,0.000341297,0.000853242,0.003924915,0.276779,0.087939,0.00159,0.010089,0.000381,0.00417465
Henry,G0100670,Alabama,8760,0.006306523,-0.290525114,42.9,0.157520073,40680,0.878,0.703647416,0.274696049,0,0.006838906,0.00949848,0.005319149,0.34823,0.05225,0,0,0,0.00423116
Houston,G0100690,Alabama,41918,0.004787178,-0.403239658,38.3,0.192567617,41828,0.338,0.723863259,0.242416197,0.002987056,0.005841354,0.014537006,0.010355128,0.595649,0.120579,0.02512,0.011019,0.007511,0.02024679
Jackson,G0100710,Alabama,20577,-0.049457423,-0.418768528,41.4,0.132146507,37059,0.77,0.922011036,0.033108522,0.019497241,0.001961987,0.009932557,0.013488657,0.453079,0.03975,0.02846,0.00607,0.00013,0.00993888
Jefferson,G0100730,Alabama,303918,0.009001952,0.059861542,37,0.292834863,45415,0.098,0.561425339,0.411003702,0.001902509,0.007640889,0.011733854,0.006293706,0.46925,0.10181,0.08365,0.007219,0.012631,0.14679526
Lamar,G0100750,Alabama,7166,0.005992274,-0.531816913,42.6,0.101505965,35271,1,0.872888889,0.114666667,0.000355556,0,0.008888889,0.0032,0.61123,0.072439,0,0,0,0.00346125
Lauderdale,G0100770,Alabama,36924,-0.026908353,-0.308742281,40.4,0.218676198,40701,0.493,0.879801648,0.09554407,0.004330214,0.004679425,0.010825534,0.004819109,0.441839,0.08714,0.02101,0.00732,0.00052,0.01783464
Lawrence,G0100790,Alabama,14112,0.010548427,-0.269628685,41,0.129887428,39526,0.913,0.790030793,0.114126251,0.048498845,0.000577367,0.006351039,0.040415704,0.457529,0.034219,0.002529,0,0.000059,0.00681623
Lee,G0100810,Alabama,54359,-0.001366531,-0.198918302,29.6,0.312691265,43189,0.274,0.744614945,0.220358368,0.00204918,0.009578727,0.01405833,0.00934045,0.21455,0.108739,0.02048,0.00592,0.004179,0.02625591
Limestone,G0100830,Alabama,35459,-0.017042587,-0.436165713,38.7,0.218506328,48197,0.576,0.826334635,0.134114583,0.006673177,0.006103516,0.017333984,0.009440104,0.40567,0.059179,0.029739,0.007139,0.00746,0.01712703
Lowndes,G0100850,Alabama,7521,0.03051012,0.53064752,40.7,0.141607215,28023,1,0.270539906,0.723004695,0.002934272,0,0.000469484,0.003051643,0.21586,0.133819,0,0,0.000089,0.00363271
Macon,G0100870,Alabama,10394,0.001697414,0.742158938,36.6,0.194502517,27957,0.555,0.158034922,0.81858538,0.002071619,0,0.014205386,0.007102693,0.125629,0.054259,0.00466,0.010859,0.02079,0.0050204
Madison,G0100890,Alabama,155059,-0.036748766,-0.186180744,37.3,0.377826061,58242,0.164,0.701717391,0.235426509,0.00681279,0.015734301,0.023520347,0.016788662,0.31511,0.106129,0.04228,0.012359,0.007311,0.07489496
Marengo,G0100910,Alabama,11537,0.036286817,0.072029124,41.1,0.176516606,34515,0.693,0.476356712,0.502380197,0.000952079,0.001269438,0.015550619,0.003490955,0.50749,0.09065,0.018359,0.010369,0.000281,0.00557248
Marion,G0100930,Alabama,12105,-0.053890792,-0.615282941,43.2,0.086998617,31970,0.889,0.934098019,0.040458811,0.002085506,0.002502607,0.013347237,0.007507821,0.529889,0.047439,0.0154,0.00715,0,0.00584683
Marshall,G0100950,Alabama,32566,-0.037373311,-0.600872075,38.1,0.153433912,38649,0.533,0.943337241,0.016725283,0.006565064,0.00296991,0.021023837,0.009378664,0.46987,0.084579,0.090109,0.006549,0.00004,0.01572968
Mobile,G0100970,Alabama,174864,-0.00479665,-0.092260271,36.6,0.202881498,42973,0.2,0.630920583,0.33039136,0.007847106,0.010800139,0.011795544,0.008245268,0.36147,0.0734,0.077489,0.00573,0.010449,0.08446096
Monroe,G0100990,Alabama,10708,0.024972077,-0.077231976,40,0.098574126,30996,0.79,0.575410798,0.398767606,0.014084507,0.002053991,0.002053991,0.007629108,0.37268,0.059689,0.004339,0.01322,0.00009,0.00517206
Montgomery,G0101010,Alabama,101924,0.050625007,0.242857423,34.7,0.309206931,44401,0.105,0.430219009,0.534464729,0.002509785,0.010995249,0.013534913,0.008276315,0.30473,0.139439,0.041329,0.00825,0.011039,0.04923025
Morgan,G0101030,Alabama,49323,-0.007430171,-0.445066196,38.7,0.195307961,45852,0.386,0.84457461,0.115873108,0.0063794,0.003305689,0.015368555,0.014498637,0.49918,0.09781,0.070129,0.006349,0.001531,0.02382347
Perry,G0101050,Alabama,6099,0.051002268,0.502049516,37,0.109562639,31008,1,0.341939547,0.64231738,0,0.003148615,0.009445844,0.003148615,0.27429,0.088379,0,0,0.00047,0.00294587
Pickens,G0101070,Alabama,9611,0.013833205,-0.069607741,41.4,0.098356983,28762,1,0.586528843,0.394131377,0.001000333,0,0.011670557,0.00666889,0.49605,0.08118,0.00375,0,0.0158,0.0046422
Pike,G0101090,Alabama,14107,0.015605432,-0.136669738,31.3,0.224665442,31702,0.517,0.610036276,0.360540105,0.008665861,0.004232164,0.008464329,0.008061266,0.306939,0.07423,0.00654,0.00982,0.00006,0.00681381
Randolph,G0101110,Alabama,10398,-0.00283299,-0.398730525,40.7,0.118779889,35074,0.813,0.776849986,0.192340916,0.001727613,0.000863807,0.018715808,0.009501872,0.3951,0.086329,0.0065,0,0.00004,0.00502233
Russell,G0101130,Alabama,18879,0.044738942,0.117696912,35.6,0.146589218,33591,0.354,0.550194748,0.39917075,0.000502576,0.00414625,0.028521171,0.017464506,0.44667,0.046159,0.03012,0.01432,0.00075,0.00911873
St. Clair,G0101150,Alabama,35148,-0.028497574,-0.66091954,38.8,0.149010335,49652,0.728,0.890736909,0.086821582,0.004774789,0.003421932,0.008196721,0.006048066,0.407519,0.03417,0.01263,0,0.00014,0.01697682
Shelby,G0101170,Alabama,92507,-0.021122438,-0.555471478,36.9,0.405427379,69379,0.229,0.855967969,0.107708401,0.002741406,0.013418461,0.014067742,0.006096021,0.31747,0.082409,0.014779,0.00773,0.00425,0.04468175
Sumter,G0101190,Alabama,7027,0.042475746,0.545752099,37.1,0.153068506,22655,1,0.266068053,0.718336484,0.00094518,0.005198488,0.005198488,0.004253308,0.19356,0.055869,0.00269,0,0.00007,0.00339411
Talladega,G0101210,Alabama,33373,0.02511423,-0.160039553,39.4,0.122926445,35209,0.558,0.6677347,0.309596283,0.003524511,0.00064082,0.01201538,0.006488305,0.407079,0.055149,0.0215,0.00662,0.00011,0.01611947
Tallapoosa,G0101230,Alabama,18829,0.042485424,-0.322746827,41.8,0.154845602,38611,0.742,0.729712761,0.251765814,0.00125569,0.000627845,0.009417674,0.007220217,0.473709,0.110049,0.02148,0.003799,0.00079,0.00909458
Tuscaloosa,G0101250,Alabama,78590,-0.014536849,-0.174322433,31.4,0.26565503,43996,0.255,0.691220038,0.280568274,0.001986264,0.008921357,0.011008618,0.006295448,0.36887,0.06378,0.01916,0.0064,0.00357,0.03795971
Walker,G0101270,Alabama,28521,-0.064963296,-0.529224081,41.5,0.102587303,37408,0.741,0.921193276,0.054124964,0.001068895,0.002234963,0.009522884,0.011855019,0.583649,0.038079,0.007799,0.007639,0.00012,0.01377591
Washington,G0101290,Alabama,8778,-0.022455634,-0.317270449,39.5,0.095493469,42256,1,0.676810478,0.233050848,0.069337442,0.004237288,0.006933744,0.0096302,0.420399,0.07064,0.00171,0,0,0.00423986
Wilcox,G0101310,Alabama,6551,0.064252022,0.486795909,38.8,0.11062821,24212,1,0.294392523,0.702102804,0,0,0.001752336,0.001752336,0.294939,0.04867,0.00103,0.00814,0,0.00316419
Winston,G0101330,Alabama,9714,-0.090647159,-0.723285979,43.1,0.116596883,32830,0.849,0.962914256,0.007101526,0.002367175,0.001052078,0.014203051,0.012361915,0.55134,0.045619,0.009109,0.005509,0,0.00469195
Aleutians East,G0200130,Alaska,412,0.251512163,-0.106075255,40.7,0.157266365,58125,1,0.192982456,0.066666667,0.263157895,0.298245614,0.133333333,0.045614035,0.042659,0,0,0,0.002549,0.00202908
Aleutians West,G0200160,Alaska,929,0.310339055,0.283230503,39.1,0.119791667,77292,1,0.39609484,0.064156206,0.172942817,0.185495119,0.132496513,0.048814505,0.041719,0.01475,0.03327,0.019059,0.001081,0.00457527
Anchorage,G0200200,Alaska,83869,0.060425124,-0.098621155,32.9,0.327521304,76495,0.041,0.697289267,0.052241896,0.067731801,0.053654497,0.05835505,0.07072749,0.153099,0.039159,0.078709,0.04752,0.022339,0.41305012
Bethel,G0200500,Alaska,3710,0.386565067,0.472723973,26.1,0.116485243,52349,0.739,0.146352724,0.004616805,0.783010157,0.00923361,0.010156971,0.046629732,0.029449,0.13025,0.19068,0.010109,0.001531,0.01827154
Bristol Bay,G0200600,Alaska,336,0.184083086,-0.245145787,42.7,0.198067633,79931,1,0.6,0.005925926,0.281481482,0.005925926,0.014814815,0.091851852,0.006019,0,0.060179,0,0.001,0.00165478
Denali,G0200680,Alaska,682,0.01673242,-0.072785616,41.4,0.256150507,74044,1,0.903914591,0.014234875,0.046263345,0.007117438,0.017793594,0.010676157,0.16977,0,0.06134,0.044909,0.00274,0.00335881
Dillingham,G0200700,Alaska,1283,0.347348856,0.229933134,28.6,0.182631383,56857,1,0.225505443,0.00466563,0.66718507,0.00311042,0.0155521,0.083981337,0.091189,0.08995,0.11925,0.00908,0.00289,0.0063187
Fairbanks North Star,G0200900,Alaska,26615,0.033997051,-0.223119358,30.7,0.285902905,69485,0.309,0.781296705,0.043342111,0.066827984,0.020923778,0.04448082,0.043128603,0.14334,0.04067,0.04299,0.046369,0.00843,0.13107738
Haines,G0201000,Alaska,948,0.035140753,-0.023331291,42.9,0.329514457,50208,1,0.845333333,0.005333333,0.08,0.005333333,0.005333333,0.058666667,0.137159,0.059409,0.07376,0.032299,0.04705,0.00466885
Hoonah-Angoon,G0201050,Alaska,882,0.165112945,0.231099283,48.3,0.254445126,48942,1,0.536443149,0.002332362,0.346938776,0.002332362,0.014577259,0.097376093,0.09209,0.009769,0.05814,0.03628,0.005119,0.0043438
Juneau,G0201100,Alaska,10676,0.041463492,0.194980032,37.8,0.358694634,78947,0.215,0.729202037,0.007640068,0.112903226,0.041808149,0.041383701,0.067062818,0.09167,0.06181,0.06075,0.05471,0.01304,0.0525787
Kenai Peninsula,G0201220,Alaska,17150,0.013538434,-0.362478508,40.9,0.235192929,59421,0.793,0.854917935,0.005990176,0.071402899,0.00814664,0.023601294,0.035941057,0.17487,0.025399,0.050719,0.052869,0.00271,0.08446279
Ketchikan Gateway,G0201300,Alaska,4097,0.035730109,-0.169983141,38.4,0.235915493,59736,0.232,0.71686747,0.005522088,0.134036145,0.043172691,0.03313253,0.067269076,0.14224,0.04771,0.06826,0.05424,0.0026,0.02017749
Kodiak Island,G0201500,Alaska,3711,0.116730559,-0.18278323,31.5,0.245879624,70976,0.313,0.603263928,0.010692178,0.150253236,0.148002251,0.058525605,0.029262802,0.091159,0.01597,0.036789,0.032299,0.001761,0.01827647
Lake and Peninsula,G0201640,Alaska,290,0.410665203,0.18407386,28.7,0.168047337,49808,1,0.32038835,0,0.601941748,0.009708738,0.009708738,0.058252427,0,0,0,0,0.003069,0.00142823
Matanuska-Susitna,G0201700,Alaska,25012,0.046218139,-0.469416595,34.8,0.212119051,70728,0.503,0.855925454,0.010194329,0.048343421,0.010353616,0.030503345,0.044679834,0.1694,0.025519,0.037689,0.060429,0.003061,0.1231827
Nome,G0201800,Alaska,2766,0.296831506,0.328657775,28,0.154291225,51472,0.661,0.2088,0.0176,0.6856,0.008,0.0112,0.0688,0.11873,0.23156,0.092709,0.012539,0.00411,0.01362239
North Slope,G0201850,Alaska,1837,0.389580638,0.300704291,34.2,0.178819151,76679,0.593,0.408388521,0.006622517,0.473142016,0.027225901,0.023546726,0.061074319,0.048039,0.084519,0.0175,0.011769,0.001381,0.00904712
Northwest Arctic,G0201880,Alaska,1647,0.507656662,0.348914213,25.7,0.10905825,60870,0.575,0.144927536,0.005175983,0.783643892,0.005175983,0.007246377,0.053830228,0.21853,0.054229,0.031899,0.008509,0.00385,0.00811138
Petersburg,G0201950,Alaska,1140,0.097396991,-0.052832278,42.2,0.252218935,61696,1,0.75,0.006896552,0.129310345,0.018965517,0.032758621,0.062068966,0.113239,0.13237,0.023589,0.028829,0.00839,0.00561444
Prince of Wales-Hyder,G0201980,Alaska,1783,0.193648376,0.101990572,39,0.160085379,45774,1,0.53874092,0.002421308,0.399515739,0.002421308,0.015738499,0.041162228,0.17359,0.026079,0.08095,0.0313,0.004499,0.00878117
Sitka,G0202200,Alaska,3194,0.066328311,0.115351736,38.8,0.346357616,66895,0.209,0.686792453,0.004528302,0.16754717,0.04,0.038490566,0.062641509,0.104489,0.09031,0.051799,0.038729,0.006871,0.01573027
Skagway,G0202300,Alaska,404,0.097745597,0.273987246,46.7,0.218390805,71583,1,0.787671233,0,0.020547945,0.130136986,0.01369863,0.047945205,0.002069,0.06715,0.129129,0.079549,0.00103,0.00198968
Southeast Fairbanks,G0202400,Alaska,2175,0.069528293,-0.508166473,36.3,0.223040857,62712,1,0.81470292,0.006042296,0.105740181,0.006042296,0.029204431,0.038267875,0.144259,0.02589,0.05207,0.057479,0.004261,0.01071175
Valdez-Cordova,G0202610,Alaska,3024,0.113223202,-0.218230632,39.6,0.236495899,67421,1,0.756909993,0.002834869,0.138908576,0.030474841,0.024096386,0.046775337,0.162199,0.035799,0.04535,0.047429,0.00155,0.01489303
Wade Hampton,G0202700,Alaska,1652,0.435225984,0.595162843,21.8,0.061827957,40608,1,0.042045455,0.002272727,0.898863636,0.000909091,0.000909091,0.055,0.095719,0,0.63185,0,0.00416,0.00813601
Wrangell,G0202750,Alaska,793,0.074542198,-0.328988546,50.8,0.21901528,47348,1,0.761780105,0.007853403,0.123036649,0.010471204,0.007853403,0.089005236,0.11904,0.07767,0.12664,0.046429,0.016891,0.00390548
Yakutat,G0202820,Alaska,211,0.114390137,0.159959813,39.1,0.323255814,71705,1,0.468085106,0,0.393617021,0,0.008510638,0.129787234,0.08006,0,0.07553,0.086099,0.00453,0.00103916
Yukon-Koyukuk,G0202900,Alaska,1820,0.356136426,0.27559176,35.6,0.091575092,35559,1,0.244171779,0.000981595,0.679754601,0.003680982,0.011042945,0.060368098,0.02935,0.384399,0.260019,0,0.01557,0.0089634
Apache,G0400010,Arizona,25848,0.06232345,0.344204581,32.1,0.103264009,31615,0.741,0.230936368,0.003517848,0.708018624,0.002793585,0.044386963,0.010346611,0.053609,0.01,0.20974,0.209039,0.00597,0.01124191
Cochise,G0400030,Arizona,49003,-0.016941906,-0.223476114,39.9,0.223906312,45505,0.363,0.67437143,0.041050553,0.008060642,0.015267176,0.238402819,0.022847382,0.104859,0.02578,0.202629,0.060399,0.00343,0.02131256
Coconino,G0400050,Arizona,51731,-0.01479539,0.155361389,30.9,0.306532535,48320,0.315,0.622400491,0.012825098,0.24725359,0.00960605,0.093148025,0.014766747,0.08023,0.02794,0.050219,0.123739,0.012381,0.02249904
Gila,G0400070,Arizona,21528,0.010643002,-0.267465626,47.8,0.156496807,38504,0.411,0.717274939,0.004744526,0.122141119,0.000973236,0.146836983,0.008029197,0.101049,0.027129,0.158949,0.088049,0.00069,0.00936304
Graham,G0400090,Arizona,11855,0.030376109,-0.376803037,31.8,0.129074433,44421,0.464,0.571906355,0.024395042,0.125319693,0.006098761,0.262640173,0.009639976,0.053329,0.01507,0.166419,0.31612,0.00073,0.00515602
Greenlee,G0400110,Arizona,2974,0.092957133,-0.094821789,33.7,0.123807743,49692,0.466,0.536440678,0.005932203,0.021186441,0.002542373,0.43220339,0.001694915,0.06768,0.00403,0.30911,0.144719,0.00095,0.00129346
La Paz,G0400120,Arizona,5717,-0.036215489,-0.320797621,54.1,0.100182723,35093,0.563,0.757575758,0.011528327,0.107378129,0.006587615,0.111330698,0.005599473,0.112939,0.01474,0.05413,0.048369,0.00092,0.00248646
Maricopa,G0400130,Arizona,1376558,-0.001517739,-0.107221781,34.6,0.294721216,54385,0.024,0.714466276,0.04870854,0.01662199,0.026343604,0.18028992,0.013569669,0.140009,0.02728,0.1364,0.06359,0.0183,0.59869766
Mohave,G0400150,Arizona,70010,-0.094312129,-0.423296672,47.4,0.121784676,39383,0.23,0.857892837,0.009318502,0.010959084,0.007809168,0.093644388,0.020376021,0.06584,0.020289,0.092409,0.0407,0.003909,0.03044901
Navajo,G0400170,Arizona,37335,0.038095942,-0.0787197,34.8,0.145920839,37683,0.541,0.491305529,0.009917131,0.402730607,0.004347235,0.077027578,0.01467192,0.129979,0.013119,0.06142,0.226159,0.00397,0.01623788
Pima,G0400190,Arizona,382250,0.008637187,0.069253107,37.7,0.293891444,46443,0.075,0.654832532,0.031759222,0.023644181,0.020269538,0.255873108,0.013621419,0.10026,0.03778,0.20787,0.029239,0.016681,0.16624957
Pinal,G0400210,Arizona,108315,-0.019477475,-0.16408623,35.8,0.183304824,50164,0.219,0.667634689,0.044382135,0.052613659,0.011776487,0.206749449,0.016843581,0.05459,0.015619,0.1045,0.037479,0.00349,0.04710876
Santa Cruz,G0400230,Arizona,13894,0.064845647,0.377932921,35.5,0.192973845,37692,0.269,0.26221336,0.004586241,0.000797607,0.006380857,0.723828515,0.00219342,0.042369,0.009679,0.320899,0.018469,0.001901,0.00604283
Yavapai,G0400250,Arizona,100283,-0.060749387,-0.304637875,49.3,0.244277789,43652,0.332,0.88156411,0.004023041,0.015330225,0.00743653,0.080887507,0.010758587,0.10878,0.02144,0.078189,0.04553,0.00536,0.04361545
Yuma,G0400270,Arizona,41953,0.011815059,-0.126164994,33.6,0.141520791,41156,0.104,0.496823436,0.023294803,0.012794494,0.010985617,0.445380747,0.010720904,0.0937,0.020829,0.221719,0.032179,0.004421,0.01824635
Arkansas,G0500010,Arkansas,6494,0.00236848,-0.222051124,41.5,0.130147394,39883,0.347,0.753328662,0.225297828,0.001751927,0.003153469,0.008058865,0.00840925,0.51049,0.131449,0.015769,0,0.00195,0.00607218
Ashley,G0500030,Arkansas,7921,0.027681565,-0.253503346,39.5,0.1312165,38069,0.517,0.715828448,0.253625424,0.000617093,0.001234187,0.023141006,0.005553841,0.652769,0.04617,0.03176,0,0.00398,0.00740649
Baxter,G0500050,Arkansas,19339,-0.124403537,-0.440353689,50.8,0.15500843,35209,0.658,0.967225271,0.003410945,0.004745662,0.003855851,0.012605665,0.008156607,0.35854,0.060899,0.056829,0.017579,0.003811,0.01808282
Benton,G0500070,Arkansas,79257,-0.038529555,-0.403875998,34.5,0.281166248,53515,0.252,0.878857496,0.011109587,0.01429845,0.014812783,0.061411329,0.019510355,0.32785,0.06704,0.075709,0.019019,0.002921,0.07410881
Boone,G0500090,Arkansas,15391,-0.083161195,-0.479955818,41.4,0.153903201,38364,0.622,0.960995411,0.00388281,0.004588775,0.001588422,0.014648782,0.0142958,0.636399,0.06604,0.026289,0.015529,0.000051,0.01439127
Bradley,G0500110,Arkansas,3652,-0.043544699,-0.187568456,40.2,0.112971789,32321,0.496,0.637120762,0.285544319,0.00297442,0,0.066032124,0.008328376,0.502689,0.084459,0.033799,0,0,0.00341478
Calhoun,G0500130,Arkansas,2174,-0.019298064,-0.367065317,42.4,0.068223563,31425,1,0.745901639,0.233021077,0,0,0.00234192,0.018735363,0.371089,0.04396,0,0,0,0.00203279
Carroll,G0500150,Arkansas,10183,-0.057893921,-0.238534813,44.2,0.165286674,35558,0.728,0.906126482,0.001976285,0.006916996,0.002964427,0.059782609,0.022233202,0.28879,0.05389,0.034609,0.010199,0.007581,0.00952156
Chicot,G0500170,Arkansas,4361,0.047070441,0.224489796,42.5,0.141936284,25188,0.543,0.446905168,0.532084043,0.000454287,0.002271437,0.013060761,0.005224304,0.359319,0.0422,0.04449,0,0.00169,0.00407773
Clark,G0500190,Arkansas,8409,-0.025768298,-0.063265549,33.6,0.216248418,32393,0.544,0.737646738,0.225498226,0.003276003,0.001638002,0.023751024,0.008190008,0.53312,0.07545,0.00348,0.01057,0.00065,0.00786279
Clay,G0500210,Arkansas,5110,-0.148011289,-0.290998043,42.9,0.099395448,32695,0.589,0.974647887,0.003219316,0.00362173,0.000321932,0.009657948,0.008531187,0.395139,0.04813,0.00187,0,0,0.00477808
Cleburne,G0500230,Arkansas,11647,-0.079456752,-0.521421825,46.4,0.169221853,39410,0.755,0.968597858,0.004868549,0.003164557,0.000730282,0.008763389,0.013875365,0.368889,0.092719,0.015589,0.02276,0.00015,0.01089046
