name_2012,gisjoin,state_2012,2012votes,swing2008to12,obamamargin2012,medianage_2012,bachelorabove_2012,medianincome_2012,rural,white_2012,black_2012,native_2012,asian_2012,hispanic_2012,otherrace_2012,evangelical_2012,mainlineprotestant_2012,catholic_2012,mormon_2012,other religion,County Power Index 2012
Franklin,G2900710,Missouri,46755,-0.15536361,-0.279093145,39.4,0.172828613,48322,0.556,0.972648784,0.009688262,0.002899888,0.002109009,0.008040598,0.004613458,0.223919,0.0637,0.17906,0.00947,0.000149,0.01784195
Gasconade,G2900730,Missouri,7134,-0.152059819,-0.391925988,45.1,0.154975379,41304,0.809,0.979661017,0.003389831,0.005084746,0.002542373,0.006355932,0.002966102,0.290569,0.16502,0.13283,0,0.00007,0.00272237
Gentry,G2900750,Missouri,2999,-0.129004221,-0.35045015,42.1,0.131326353,38465,1,0.985207101,0.004930966,0.004930966,0.000788955,0.000788955,0.003353057,0.432319,0.266399,0.050159,0.03621,0.000149,0.00114443
Greene,G2900770,Missouri,125848,-0.085335794,-0.243794101,35.6,0.278851744,41458,0.14,0.923880947,0.0257558,0.003702836,0.010241387,0.019123506,0.017295524,0.350759,0.09176,0.055579,0.0168,0.004029,0.04802424
Grundy,G2900790,Missouri,4374,-0.114793978,-0.41563786,41.8,0.147616978,37533,0.455,0.971594577,0.010329245,0.004519045,0.000516462,0.007101356,0.005939316,0.625379,0.215669,0.03206,0.02885,0,0.00166914
Harrison,G2900810,Missouri,3695,-0.130943925,-0.443843031,42.6,0.091863517,36909,0.704,0.973013493,0.009745127,0.0005997,0.00149925,0.009745127,0.005397301,0.356819,0.21536,0.0153,0,0.035609,0.00141003
Henry,G2900830,Missouri,10123,-0.149246436,-0.259112911,43.9,0.150720589,39551,0.495,0.959965187,0.011314186,0.003481288,0.000870322,0.012764723,0.011604294,0.389639,0.120689,0.0695,0.02573,0.008209,0.00386299
Hickory,G2900850,Missouri,4680,-0.102723262,-0.235470086,52.7,0.101671877,29400,1,0.927933674,0.004464286,0.010204082,0.001913265,0.005102041,0.050382653,0.27412,0.086319,0.02389,0,0,0.00178591
Holt,G2900870,Missouri,2310,-0.131468557,-0.508225108,46.1,0.152076319,42706,1,0.970474968,0.008985879,0.010269576,0.003851091,0.002567394,0.003851091,0.380899,0.31922,0.010179,0,0.037049,0.00088151
Howard,G2900890,Missouri,4867,-0.127458194,-0.265872201,39.7,0.22561996,42104,0.641,0.923761118,0.055908513,0.00317662,0.000508259,0.002541296,0.014104193,0.21924,0.17981,0.077879,0.011529,0.000301,0.00185727
Howell,G2900910,Missouri,16346,-0.129291988,-0.437354705,39.6,0.162061932,34148,0.722,0.961,0.002333333,0.010833333,0.000666667,0.013166667,0.012,0.334329,0.033509,0.02921,0.014949,0.005031,0.00623772
Iron,G2900930,Missouri,4031,-0.172495006,-0.144629124,42.8,0.104220383,33333,0.749,0.961893055,0.007375538,0.003073141,0.001229256,0.008604794,0.017824216,0.379209,0.04271,0.033299,0,0.000089,0.00153825
Jackson,G2900950,Missouri,174764,-0.056,0.197,36.2,0.272538381,47023,0.038,0.696942335,0.22664683,0.004453109,0.012004925,0.043669198,0.016283604,0.229009,0.09093,0.103,0.018339,0.033401,0.06669083
Jasper,G2900970,Missouri,45218,-0.078165716,-0.410013711,35.1,0.196641912,39908,0.237,0.918618619,0.018858859,0.017477477,0.006246246,0.023003003,0.015795796,0.42855,0.068989,0.05131,0.020829,0.005171,0.01725542
Jefferson,G2900990,Missouri,97611,-0.152371281,-0.127178289,37.7,0.169038853,55743,0.302,0.96660803,0.006233991,0.001543067,0.004444033,0.01058544,0.01058544,0.18674,0.03162,0.139419,0.00277,0.00146,0.03724886
Johnson,G2901010,Missouri,21021,-0.120005764,-0.242424242,29.7,0.245871317,47960,0.504,0.899962719,0.041133342,0.005343606,0.005716416,0.026718032,0.021125885,0.25786,0.056869,0.034509,0.01491,0.01648,0.00802172
Knox,G2901030,Missouri,1957,-0.035255776,-0.259070005,43.9,0.162740899,32500,1,0.980456026,0.006514658,0,0.001302932,0.001302932,0.010423453,0.34205,0.122969,0.10893,0,0,0.0007468
Laclede,G2901050,Missouri,15362,-0.098753425,-0.44531962,39.1,0.133873133,39101,0.605,0.954135338,0.007518797,0.003947368,0.007518797,0.015037594,0.011842105,0.405129,0.058759,0.041829,0.014869,0.004161,0.00586222
Lafayette,G2901070,Missouri,15795,-0.109602703,-0.262614752,40.3,0.168420118,51917,0.569,0.945334401,0.02743292,0.002002403,0.000160192,0.012615138,0.012454946,0.381439,0.14161,0.04128,0.040979,0.010941,0.00602745
Lawrence,G2901090,Missouri,15755,-0.099326346,-0.469946049,39.3,0.148177216,38568,0.587,0.947879224,0.002156722,0.008087707,0.003414809,0.028936017,0.009525521,0.43925,0.0799,0.06404,0.023399,0.00355,0.00601219
Lewis,G2901110,Missouri,4279,-0.105047182,-0.273194672,38.7,0.125189222,41758,1,0.953216374,0.032488629,0.003248863,0,0.001299545,0.009746589,0.412589,0.122709,0.04309,0,0,0.00163289
Lincoln,G2901130,Missouri,22652,-0.177051655,-0.291276709,35.6,0.131665239,53822,0.748,0.959126614,0.016242844,0.003594728,0.000798828,0.010517907,0.009719079,0.127549,0.068939,0.107859,0,0.0001,0.00864412
Linn,G2901150,Missouri,5550,-0.150134748,-0.234774775,43,0.133217993,39028,0.665,0.974829575,0.00681699,0.000419507,0.002621919,0.007865758,0.007446251,0.35656,0.23274,0.07789,0.008699,0.000631,0.00211791
Livingston,G2901170,Missouri,6054,-0.109088109,-0.346878097,41.5,0.193539219,42241,0.366,0.949469214,0.030997877,0.003821656,0,0.004670913,0.01104034,0.449029,0.16249,0.07187,0.01382,0.012039,0.00231024
McDonald,G2901190,Missouri,7817,-0.108485367,-0.482793911,36.5,0.095264204,36719,1,0.896485005,0.004192196,0.028700419,0.009029345,0.034182522,0.027410513,0.23727,0.04428,0.024559,0.013949,0.000521,0.00298301
Macon,G2901210,Missouri,7160,-0.092975724,-0.334078212,42.1,0.154839918,37405,0.678,0.957537155,0.016135881,0.004670913,0.008917197,0.008917197,0.003821656,0.55409,0.11731,0.01156,0.01188,0.008929,0.00273229
Madison,G2901230,Missouri,4930,-0.162406628,-0.332454361,41.2,0.099404052,36197,0.655,0.983261339,0.001079914,0.001079914,0.000431965,0.008099352,0.006047516,0.343939,0.0719,0.035659,0.015539,0,0.00188131
Maries,G2901250,Missouri,4538,-0.135468765,-0.411194359,43.1,0.166719796,44885,1,0.980617373,0.004307251,0.004307251,0.00143575,0.0028715,0.006460876,0.28705,0.076939,0.076939,0,0.01515,0.00173172
Marion,G2901270,Missouri,12158,-0.08097242,-0.320118441,39.3,0.183017098,42756,0.248,0.92812716,0.04975812,0.003225063,0.003916148,0.00967519,0.005298318,0.359819,0.12064,0.09454,0.014869,0.00424,0.00463955
Mercer,G2901290,Missouri,1655,-0.173161559,-0.545015106,43.7,0.131487889,38125,1,0.975044563,0.005347594,0.001426025,0.003565062,0.010695187,0.003921569,0.56486,0.13184,0.01321,0,0.00026,0.00063156
Miller,G2901310,Missouri,11019,-0.126495021,-0.494418731,40.3,0.137551336,34763,0.798,0.968893698,0.008926156,0.003245875,0.001893427,0.008114688,0.008926156,0.35987,0.034789,0.169389,0,0.00012,0.00420491
Mississippi,G2901330,Missouri,4920,-0.084566052,-0.231504065,39.8,0.104708861,29606,0.327,0.748181818,0.233181818,0.003636364,0.000363636,0.008181818,0.006454545,0.32135,0.049869,0.024589,0,0,0.0018775
Moniteau,G2901350,Missouri,6443,-0.122982111,-0.480521496,37.4,0.176549995,49394,0.527,0.899782135,0.05795207,0.006535948,0.001742919,0.016993464,0.016993464,0.380529,0.098739,0.10893,0.018579,0,0.00245868
Monroe,G2901370,Missouri,4057,-0.095007639,-0.287404486,44,0.121654501,40707,1,0.953676471,0.027941176,0.004411765,0.002941176,0.005882353,0.005147059,0.330199,0.252259,0.10656,0,0.00023,0.00154817
Montgomery,G2901390,Missouri,5327,-0.143918117,-0.328515112,42.9,0.114208422,40565,0.785,0.961642356,0.007023231,0.000432199,0.000432199,0.012425716,0.0180443,0.219189,0.12545,0.117599,0,0.00025,0.00203281
Morgan,G2901410,Missouri,8688,-0.134557068,-0.340699816,47,0.133442937,35446,1,0.956140351,0.006892231,0.013784461,0,0.010964912,0.012218045,0.286259,0.102939,0.06214,0,0.00005,0.00331539
New Madrid,G2901430,Missouri,7250,-0.051621695,-0.202758621,39.7,0.117494295,35174,0.569,0.842235585,0.143261408,0.002122391,0.000282985,0.003183587,0.008914043,0.390959,0.03239,0.068739,0,0,0.00276664
Newton,G2901450,Missouri,25083,-0.067715694,-0.468683969,39.1,0.182452199,42644,0.644,0.925567108,0.007206994,0.019966919,0.009688091,0.014650284,0.022920605,0.38712,0.05703,0.017289,0.01342,0.002529,0.0095718
Nodaway,G2901470,Missouri,8976,-0.164523048,-0.269719251,28.1,0.234760465,37815,0.434,0.938392385,0.02882073,0.001586462,0.001850873,0.02194606,0.00740349,0.18224,0.17878,0.14561,0.01297,0.008209,0.00342529
Oregon,G2901490,Missouri,4421,-0.148640888,-0.331825379,45.1,0.102668062,26926,0.805,0.967684022,0.000478755,0.013165769,0,0.004787552,0.013883902,0.41697,0.03217,0.0125,0,0,0.00168708
Osage,G2901510,Missouri,6919,-0.11162155,-0.557305969,39.2,0.141148063,51006,1,0.990370727,0.003851709,0.000385171,0,0.002888782,0.002503611,0.13799,0.031629,0.52587,0.00512,0.010079,0.00264033
Ozark,G2901530,Missouri,4453,-0.140242821,-0.408488659,49.5,0.112417035,32126,1,0.960358056,0,0.003196931,0,0.015345269,0.021099744,0.13905,0.04957,0.015529,0,0.00031,0.00169929
Pemiscot,G2901550,Missouri,6335,-0.015068383,-0.146329913,36.9,0.108766512,30194,0.493,0.748094512,0.236661585,0.001143293,0.000304878,0.008003049,0.005792683,0.506389,0.051649,0.014369,0,0.00005,0.00241747
Perry,G2901570,Missouri,7987,-0.144672195,-0.436334043,39.5,0.137586532,45553,0.556,0.980413105,0.006766382,0.001424501,0.002136752,0.00534188,0.003917379,0.27342,0.016179,0.365819,0,0.00005,0.00304788
Pettis,G2901590,Missouri,17175,-0.063104063,-0.287510917,37.3,0.154864352,38543,0.378,0.933866032,0.029411765,0.002890173,0.004760286,0.019381163,0.009690581,0.383329,0.117459,0.068769,0.01448,0.004449,0.00655407
Phelps,G2901610,Missouri,18190,-0.113350645,-0.335184167,34,0.263934666,41388,0.462,0.930133568,0.020108616,0.008513137,0.010127697,0.017173052,0.013943931,0.29467,0.03825,0.051689,0.01785,0.01107,0.0069414
Pike,G2901630,Missouri,7321,-0.173404657,-0.272503756,39.8,0.111658072,40812,0.544,0.895438597,0.082105263,0.005964912,0.000280702,0.005263158,0.010947368,0.355639,0.100829,0.06751,0,0.000109,0.00279373
Platte,G2901650,Missouri,45552,-0.076877342,-0.141442747,38.5,0.38675387,67419,0.158,0.885474006,0.051299694,0.00382263,0.016360856,0.032798165,0.010244648,0.118219,0.092709,0.1274,0.021929,0.000171,0.01738288
Polk,G2901670,Missouri,13119,-0.110892773,-0.432350027,38.1,0.172396436,38852,0.689,0.960464117,0.006446068,0.001718951,0.002148689,0.014396218,0.014825956,0.307189,0.062979,0.020329,0,0.00026,0.00500628
Pulaski,G2901690,Missouri,13571,-0.073681561,-0.360548228,26.6,0.201067681,47251,0.44,0.74928067,0.11064609,0.008239602,0.023541721,0.079911065,0.028380853,0.303439,0.01873,0.00865,0.025079,0.000311,0.00517876
Putnam,G2901710,Missouri,2309,-0.08726379,-0.470333478,45.2,0.143181174,35233,1,0.980417755,0.003916449,0.002610966,0,0.006527415,0.006527415,0.432009,0.05945,0.01305,0,0,0.00088113
Ralls,G2901730,Missouri,5036,-0.110788632,-0.296862589,44.2,0.145885287,50145,0.961,0.964512041,0.005069708,0.005069708,0.001267427,0.010773131,0.013307985,0.239009,0.12531,0.034719,0,0,0.00192176
Randolph,G2901750,Missouri,9944,-0.132872777,-0.365647627,37.9,0.132713539,38067,0.452,0.904993598,0.064788732,0.001792574,0.004609475,0.011011524,0.012804097,0.363069,0.09695,0.064299,0.016329,0.00012,0.00379468
Ray,G2901770,Missouri,10367,-0.116701721,-0.148548278,40,0.132681388,52656,0.752,0.962,0.014,0.001428571,0.001428571,0.011714286,0.009428571,0.28475,0.07828,0.01239,0,0.0077,0.0039561
Reynolds,G2901790,Missouri,3202,-0.130984647,-0.241723923,44.8,0.069338422,33326,1,0.968901847,0.004859086,0.005830904,0.000777454,0.003887269,0.01574344,0.48566,0.02076,0.0124,0,0.02076,0.0012219
Ripley,G2901810,Missouri,5263,-0.145365344,-0.445943378,41.9,0.097057305,31431,1,0.966806919,0.004675082,0.007947639,0.002337541,0.008415147,0.009817672,0.2139,0.01837,0.01475,0,0,0.00200839
St. Charles,G2901830,Missouri,185690,-0.11231398,-0.209736658,37,0.348826721,71416,0.058,0.920622227,0.039260486,0.00131376,0.012242722,0.018126083,0.008434721,0.20031,0.067719,0.23728,0.009099,0.001801,0.07086025
St. Clair,G2901850,Missouri,4626,-0.11748135,-0.337008214,48.6,0.120912759,32075,1,0.968264249,0.007124352,0.001943005,0.000518135,0.005829016,0.016321244,0.37675,0.078329,0.00816,0,0,0.00176531
Ste. Genevieve,G2901860,Missouri,8070,-0.171290725,-0.029987608,42.6,0.108767145,47809,0.761,0.980776206,0.007979688,0.00029017,0,0.007616975,0.00333696,0.152379,0.00694,0.354589,0,0.000059,0.00307955
St. Francois,G2901870,Missouri,22582,-0.150065649,-0.19568683,38.7,0.144927216,36716,0.398,0.919620129,0.056784805,0.003720384,0.001076953,0.009496769,0.009300959,0.33197,0.048289,0.045759,0.010789,0.002261,0.00861741
St. Louis,G2901890,Missouri,528676,-0.062151838,0.136860762,39.8,0.398330766,58485,0.011,0.735766394,0.218819198,0.001181889,0.018726821,0.014189455,0.011316244,0.16278,0.07448,0.230729,0.00728,0.029909,0.20174546
Saline,G2901950,Missouri,9108,-0.11888291,-0.144268775,38,0.157652019,39090,0.458,0.88973607,0.057184751,0.001466276,0.004985337,0.03255132,0.014076246,0.295379,0.12798,0.085959,0.01113,0.008249,0.00347566
Schuyler,G2901970,Missouri,1939,-0.062442832,-0.246003094,41.4,0.076738609,30896,1,0.98755832,0.00466563,0.00466563,0.001244168,0.001244168,0.000622084,0.4218,0.055969,0,0,0.00023,0.00073993
Scotland,G2901990,Missouri,1936,-0.094117085,-0.311466942,39.4,0.182840617,40017,1,0.9870317,0.001152738,0,0,0.002881844,0.008933718,0.138139,0.129669,0.025399,0,0,0.00073879
Scott,G2902010,Missouri,16999,-0.088137134,-0.382434261,38.9,0.150442139,38968,0.416,0.877477785,0.09859877,0.00290499,0.002734108,0.011619959,0.006664388,0.332139,0.064349,0.16665,0.012759,0.009971,0.00648691
Shannon,G2902030,Missouri,3692,-0.14589973,-0.260021669,44.2,0.120096769,33091,1,0.950502707,0.007733952,0.016241299,0,0.009280742,0.016241299,0.17308,0.04182,0.00498,0.021679,0,0.00140889
Shelby,G2902050,Missouri,3232,-0.060844361,-0.378094059,43.4,0.139880952,34219,1,0.975712777,0.009503696,0.002111932,0,0.007391763,0.005279831,0.502899,0.097439,0.085359,0,0,0.00123335
Stoddard,G2902070,Missouri,12866,-0.095402647,-0.493004819,41.4,0.120468516,37303,0.698,0.97012987,0.012121212,0.004978355,0.0004329,0.008441558,0.003896104,0.242789,0.05232,0.020359,0,0.00454,0.00490973
Stone,G2902090,Missouri,15984,-0.118647268,-0.491991992,49.7,0.151018545,42084,0.887,0.892656462,0.001162565,0.009881806,0.001356326,0.011238132,0.083704708,0.19049,0.03832,0.05031,0,0.00019,0.00609958
Sullivan,G2902110,Missouri,2595,-0.119248011,-0.270520231,40.2,0.109015135,34247,1,0.898720682,0.003198294,0.000852878,0,0.086353945,0.0108742,0.338399,0.04007,0.047659,0,0.00045,0.00099027
Taney,G2902130,Missouri,21659,-0.102306598,-0.474029272,41.1,0.190333874,40112,0.439,0.940896214,0.001416431,0.001545197,0.001931496,0.025753284,0.028457378,0.267,0.04182,0.04132,0.02982,0.002869,0.00826519
Texas,G2902150,Missouri,10764,-0.090348135,-0.441007061,41.9,0.111922688,34520,0.992,0.931268882,0.032477341,0.006797583,0.001007049,0.011077543,0.017371601,0.505189,0.03103,0.01215,0.01384,0,0.0041076
Vernon,G2902170,Missouri,8521,-0.152978942,-0.37296092,40.3,0.140410464,38138,0.583,0.968366688,0.004519045,0.003873467,0.004841833,0.005487411,0.012911556,0.34217,0.076469,0.02562,0.018239,0.006431,0.00325166
Warren,G2902190,Missouri,14676,-0.141375645,-0.267852276,39.7,0.157140257,47877,0.63,0.953271028,0.01827622,0.000830737,0.001869159,0.013291796,0.012461059,0.15443,0.10104,0.101129,0.01599,0.00013,0.00560044
Washington,G2902210,Missouri,8695,-0.190744342,-0.190224267,40.1,0.082400516,34015,0.805,0.952456002,0.024691358,0.005516154,0.002889414,0.006304177,0.008142895,0.15721,0.023179,0.06775,0,0.00032,0.00331806
Wayne,G2902230,Missouri,5720,-0.095223131,-0.345629371,45.9,0.072493786,30427,1,0.967529412,0.002823529,0.004705882,0,0.010823529,0.014117647,0.234889,0.045409,0.01139,0,0.00007,0.00218278
Webster,G2902250,Missouri,15429,-0.118088433,-0.408257178,37.6,0.146911733,42384,0.739,0.958820149,0.013407393,0.006512162,0.000574603,0.011300517,0.009385175,0.45597,0.05621,0.01392,0.01331,0.00025,0.00588779
Worth,G2902270,Missouri,1048,-0.069705255,-0.308206107,47.5,0.138601036,39946,1,0.994117647,0,0,0,0.002352941,0.003529412,0.585909,0.222939,0,0,0,0.00039992
Wright,G2902290,Missouri,7955,-0.10834365,-0.487366436,40.6,0.115149566,29485,0.766,0.972030512,0.005811842,0.004722121,0.003995641,0.004722121,0.008717762,0.537659,0.02705,0.01616,0.01919,0,0.00303567
St. Louis,G2905100,Missouri,143607,-0.014151965,0.667356048,34,0.284876298,34384,0,0.476660909,0.467919282,0.002169609,0.01847327,0.018810296,0.015966634,0.10543,0.05489,0.153509,0.002149,0.02864,0.05480116
Beaverhead,G3000010,Montana,4812,-0.105586866,-0.398586866,44,0.28272335,41039,0.502,0.935330157,0.002722941,0.009530293,0.008168822,0.031994554,0.012253233,0.09853,0.035909,0.070299,0.11367,0.00011,0.00994355
Big Horn,G3000030,Montana,4626,-0.099354086,0.262645914,30.1,0.141478213,36803,0.719,0.377192983,0.000467836,0.558479532,0.004678363,0.028654971,0.030526316,0.13758,0.05527,0.396579,0.06234,0.001789,0.00955919
Blaine,G3000050,Montana,2859,-0.03979958,0.15320042,35,0.175125628,37899,1,0.535164835,0,0.436263736,0.000879121,0.015384615,0.012307692,0.089659,0.094439,0.39747,0.025879,0.00077,0.00590785
Broadwater,G3000070,Montana,3011,-0.09797642,-0.46097642,45.6,0.154662062,47480,1,0.967365967,0.000932401,0.002331002,0,0.012820513,0.016550117,0.08339,0.0752,0.069489,0.070739,0.001071,0.00622195
Carbon,G3000090,Montana,5846,-0.121256244,-0.237256244,48,0.279931208,47030,1,0.974083439,0,0.01011378,0.003792668,0.010745891,0.001264223,0.073819,0.1029,0.19518,0.039689,0.0006,0.01208021
Carter,G3000110,Montana,794,-0.092997481,-0.732997481,51.5,0.136501517,38750,1,0.976635514,0,0.014018692,0,0.003738318,0.005607477,0.16293,0.08534,0.08362,0.07414,0,0.00164073
Cascade,G3000130,Montana,34564,-0.113064807,-0.090064807,38.7,0.230484504,43817,0.198,0.893582715,0.010883586,0.03821348,0.00669139,0.02676556,0.02386327,0.13486,0.070569,0.11528,0.050719,0.003061,0.07142326
Chouteau,G3000150,Montana,2821,-0.097497696,-0.276497696,41.5,0.222481828,41232,1,0.821090047,0,0.162322275,0,0.008293839,0.008293839,0.09117,0.145189,0.590919,0.02873,0.000169,0.00582933
Custer,G3000170,Montana,5365,-0.144045666,-0.287045666,41.7,0.200668896,43232,0.179,0.949143173,0.001658375,0.01713654,0.004975124,0.015478165,0.011608624,0.13625,0.145229,0.13505,0.04103,0.000259,0.01108627
Daniels,G3000190,Montana,1007,-0.172503476,-0.499503476,51.7,0.186773256,43563,1,0.95862069,0,0.034482759,0.006896552,0.002758621,-0.002758621,0.72644,0.020559,0.242719,0,0,0.00208087
Dawson,G3000210,Montana,4423,-0.173224508,-0.409224508,42.1,0.2,49894,0.276,0.937284631,0.00206754,0.022053756,0.00137836,0.021364576,0.015851137,0.25028,0.10339,0.22061,0.04584,0.00022,0.00913971
Deer Lodge,G3000230,Montana,4460,-0.057408072,0.316591928,46.2,0.175575968,34716,0.336,0.93360161,0.004024145,0.019450034,0.001341382,0.017437961,0.024144869,0.059149,0.05195,0.279629,0.058289,0.0014,0.00921617
Fallon,G3000250,Montana,1405,-0.114163701,-0.634163701,40.8,0.164654756,49732,1,0.988962472,0,0.001766004,0,0.004415011,0.004856512,0.13183,0.337019,0.157439,0,0,0.0029033
Fergus,G3000270,Montana,6071,-0.082065722,-0.431065722,48.1,0.231892523,39276,0.474,0.955362003,0.001088732,0.020141535,0.000435493,0.015242243,0.007729995,0.147419,0.13249,0.16865,0.04039,0.00018,0.01254515
Flathead,G3000290,Montana,43476,-0.116608244,-0.331608244,41.2,0.287560839,45545,0.515,0.952786885,0.000874317,0.013333333,0.003497268,0.017559199,0.011948998,0.170949,0.05052,0.05425,0.044109,0.003951,0.08983907
Gallatin,G3000310,Montana,47882,-0.083060566,-0.050060566,32.4,0.454167034,52211,0.335,0.952363974,0.002210654,0.008842616,0.004207374,0.019254083,0.013121301,0.135159,0.065159,0.0715,0.04002,0.009239,0.09894365
Garfield,G3000330,Montana,700,-0.122285714,-0.794285714,48,0.139476961,40125,1,0.965116279,0,0.011627907,0,0.004651163,0.018604651,0.096189,0.13018,0.091209,0.04809,0,0.00144648
Glacier,G3000350,Montana,4452,-0.058051213,0.338948787,31.4,0.18862122,36872,0.44,0.355088496,0.000442478,0.605641593,0.002765487,0.007743363,0.028318584,0.063509,0.057539,0.552279,0.02194,0.001489,0.00919964
Golden Valley,G3000370,Montana,479,-0.058131524,-0.503131524,50.2,0.248106061,38289,1,1,0,0,0,0,0,0.0362,0.026019,0.183259,0,0,0.00098981
Granite,G3000390,Montana,1705,-0.096656892,-0.336656892,51.8,0.272464963,40511,1,0.966469428,0,0.00591716,0.003944773,0.017751479,0.00591716,0.024359,0.0315,0.0812,0.098409,0.000651,0.00352322
Hill,G3000410,Montana,6820,-0.086956012,0.035043988,35.2,0.20681458,42875,0.4,0.777492512,0.001283697,0.179717587,0.002139495,0.018399658,0.020967052,0.10034,0.12668,0.113069,0.036719,0.000621,0.01409289
Jefferson,G3000430,Montana,6520,-0.122466258,-0.273466258,46.8,0.341388616,60459,1,0.950631458,0.001148106,0.009758898,0.00401837,0.015499426,0.018943743,0.064439,0.020519,0.086799,0.038929,0.011661,0.01347297
Judith Basin,G3000450,Montana,1215,-0.098514403,-0.425514403,51.3,0.301992528,41100,1,0.976119403,0,0.00238806,0,0.008955224,0.012537313,0.02992,0.079629,0.472009,0,0.00145,0.00251068
Lake,G3000470,Montana,13304,-0.118969934,-0.099969934,41,0.258599125,37211,0.834,0.731490159,0.002108716,0.19470478,0.002343018,0.025538894,0.043814433,0.095909,0.069049,0.177419,0.049219,0.00119,0.02749147
Lewis and Clark,G3000490,Montana,33318,-0.100506333,-0.035506333,40.7,0.375332416,54535,0.289,0.94108575,0.002261978,0.019946535,0.004626774,0.018507094,0.013571869,0.11629,0.08098,0.13881,0.04677,0.003739,0.06884852
Liberty,G3000510,Montana,988,-0.224404858,-0.450404858,47.6,0.202524039,40734,1,0.961956522,0.005434783,0.027173913,0,0,0.005434783,0.19324,0.06071,0.25011,0.02394,0,0.00204161
Lincoln,G3000530,Montana,8889,-0.104307571,-0.394307571,49.2,0.182838868,33234,0.798,0.948627952,0.001595405,0.020102106,0.002871729,0.019144863,0.007657945,0.190479,0.0541,0.03302,0.049829,0.000811,0.01836828
McCone,G3000550,Montana,993,-0.259679758,-0.525679758,47.1,0.197996918,46528,1,0.985507246,0,0.002898551,0,0,0.011594203,0.07209,0.325839,0.173009,0,0,0.00205194
Madison,G3000570,Montana,4530,-0.035401766,-0.406401766,50,0.31602976,48600,1,0.9664,0.0016,0.0024,0,0.0184,0.0112,0.051359,0.066959,0.07801,0.05292,0.00039,0.00936082
Meagher,G3000590,Montana,972,-0.07455144,-0.41255144,46.9,0.165236052,35000,1,0.993311037,0,0.002675585,0,0.002675585,0.001337793,0.05553,0.065569,0.13221,0.025379,0,0.00200855
Mineral,G3000610,Montana,2017,-0.151825483,-0.255825483,49.6,0.135267275,32618,1,0.968562874,0.00748503,0.011976048,0.002994012,0.008982036,0,0.09614,0.031969,0.03552,0.04949,0.00071,0.00416794
Missoula,G3000630,Montana,57192,-0.088142957,0.177857043,34.3,0.3899751,44653,0.223,0.929748482,0.003469211,0.021682567,0.006996242,0.021335646,0.016767852,0.08176,0.05864,0.089659,0.04464,0.00949,0.11818189
Musselshell,G3000650,Montana,2407,-0.147125052,-0.557125052,48.2,0.133035714,43079,1,0.970752089,0,0.006963788,0,0.019498607,0.002785515,0.05575,0.051119,0.16549,0.0595,0.000659,0.00497384
Park,G3000670,Montana,8768,-0.082611314,-0.105611314,45.9,0.314018692,40781,0.477,0.958016793,0.0019992,0.003198721,0.000319872,0.017992803,0.018472611,0.078409,0.07898,0.096189,0.040929,0.0009,0.01811825
Petroleum,G3000690,Montana,298,-0.110939597,-0.640939597,47.6,0.155172414,40682,1,0.952941177,0.009411765,0,0,0.009411765,0.028235294,0,0,0.319839,0,0,0.00061579
Phillips,G3000710,Montana,2228,-0.177229803,-0.546229803,48.4,0.16444155,41214,1,0.881804044,0,0.087091757,0,0.00777605,0.023328149,0.14061,0.1794,0.154009,0.03245,0.00047,0.00460395
Pondera,G3000730,Montana,2719,-0.130712027,-0.256712027,42.9,0.202471483,39223,0.581,0.840611354,0.003275109,0.128820961,0.002183406,0.015283843,0.009825328,0.226229,0.069879,0.14627,0.044859,0,0.00561856
Powder River,G3000750,Montana,1027,-0.07256962,-0.64556962,47.4,0.157807309,42500,1,0.96875,0,0.01171875,0,0.0078125,0.01171875,0.04188,0.101549,0.21515,0.018359,0.00057,0.0021222
Powell,G3000770,Montana,2776,-0.095691643,-0.330691643,45.4,0.20033358,40765,0.542,0.906779661,0.003389831,0.042372881,0.004237288,0.022033898,0.021186441,0.08168,0.015939,0.061899,0.061759,0.019361,0.00573634
Prairie,G3000790,Montana,703,-0.105133713,-0.502133713,56.3,0.176470588,34875,1,0.98,0,0.004,0,0.004,0.012,0.117049,0.162,0.14758,0,0,0.00145268
Ravalli,G3000810,Montana,22206,-0.108220841,-0.316220841,46.3,0.247322566,40525,0.846,0.95211403,0.001761691,0.008007687,0.004163997,0.022741832,0.011210762,0.107379,0.062719,0.055329,0.06481,0.00094,0.04588661
Richland,G3000830,Montana,4645,-0.100935414,-0.539935414,40.5,0.167371337,56050,0.442,0.944740346,0.001331558,0.017310253,0,0.024633822,0.011984021,0.17433,0.218039,0.157909,0.029449,0.0002,0.00959846
Roosevelt,G3000850,Montana,3672,-0.10622658,0.155773421,30.9,0.155268325,40146,0.397,0.429370629,0.000559441,0.507692308,0.002097902,0.011888112,0.048391608,0.086519,0.213719,0.227819,0.08614,0.0142,0.00758784
Rosebud,G3000870,Montana,3523,-0.205200114,-0.165200114,37.3,0.201142462,45977,1,0.662817552,0.005388761,0.283294842,0.006158584,0.025404157,0.016936105,0.18618,0.023609,0.27867,0.065739,0.00184,0.00727995
Sanders,G3000890,Montana,5901,-0.111985935,-0.382985935,49.9,0.169148936,30900,1,0.920775623,0.001108033,0.050415512,0.001108033,0.016620499,0.009972299,0.116799,0.03917,0.03067,0.04731,0.000269,0.01219386
